Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Oleksandr Zinchenko,ua UKR,DF,24.0,11.6,46.0,3.95,38.0,3.0,3.0,1.0,0.0,1.0,11.0,0.95,8.0,0.0,1.0,1.0,0.0,1.0,Matches
Fernandinho,br BRA,"MF,DF",36.0,10.7,30.0,2.8,23.0,0.0,0.0,4.0,3.0,0.0,4.0,0.37,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Nathan Aké,nl NED,DF,26.0,10.3,5.0,0.49,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ferrán Torres,es ESP,FW,21.0,3.4,5.0,1.49,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.59,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Cole Palmer,eng ENG,"FW,MF",19.0,1.4,7.0,5.12,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.73,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Zack Steffen,us USA,GK,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Benjamin Mendy,fr FRA,DF,27.0,0.9,5.0,5.77,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
James Mcatee,eng ENG,"MF,FW",18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Liam Delap,eng ENG,FW,18.0,0.1,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kayky Chagas,br BRA,FW,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
CJ Egan-Riley,eng ENG,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.0,38.0,1286.0,33.84,997.0,78.0,70.0,88.0,42.0,11.0,158.0,4.16,112.0,10.0,6.0,19.0,8.0,3.0,
Opponent Total,,,26.9,38.0,392.0,10.32,286.0,38.0,24.0,15.0,23.0,6.0,49.0,1.29,38.0,2.0,5.0,2.0,1.0,1.0,
David de Gea,es ESP,GK,30.0,38.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Fernandes,pt POR,MF,26.0,34.6,155.0,4.48,115.0,19.0,5.0,10.0,5.0,1.0,11.0,0.32,8.0,0.0,1.0,2.0,0.0,0.0,Matches
Harry Maguire,eng ENG,DF,28.0,27.9,24.0,0.86,14.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Scott McTominay,sct SCO,MF,24.0,26.5,51.0,1.92,43.0,0.0,3.0,1.0,2.0,2.0,6.0,0.23,4.0,0.0,0.0,1.0,0.0,1.0,Matches
Cristiano Ronaldo,pt POR,FW,36.0,27.3,82.0,3.0,62.0,0.0,9.0,6.0,5.0,0.0,9.0,0.33,4.0,0.0,2.0,1.0,2.0,0.0,Matches
Victor Lindelöf,se SWE,DF,27.0,26.2,13.0,0.5,12.0,0.0,0.0,0.0,0.0,1.0,4.0,0.15,3.0,0.0,0.0,0.0,0.0,1.0,Matches
Fred,br BRA,MF,28.0,22.5,56.0,2.49,52.0,0.0,0.0,0.0,4.0,0.0,9.0,0.4,8.0,0.0,0.0,0.0,1.0,0.0,Matches
Jadon Sancho,eng ENG,"FW,MF",21.0,21.1,88.0,4.17,73.0,3.0,9.0,2.0,1.0,0.0,9.0,0.43,7.0,0.0,2.0,0.0,0.0,0.0,Matches
Raphaël Varane,fr FRA,DF,28.0,20.3,9.0,0.44,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Aaron Wan-Bissaka,eng ENG,DF,23.0,19.9,35.0,1.76,29.0,0.0,3.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Diogo Dalot,pt POR,DF,22.0,20.0,42.0,2.1,37.0,1.0,3.0,0.0,1.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Luke Shaw,eng ENG,DF,26.0,17.8,69.0,3.88,45.0,21.0,1.0,0.0,0.0,2.0,6.0,0.34,5.0,1.0,0.0,0.0,0.0,0.0,Matches
Alex Telles,br BRA,DF,28.0,18.4,51.0,2.77,27.0,18.0,1.0,2.0,2.0,1.0,5.0,0.27,0.0,4.0,0.0,0.0,1.0,0.0,Matches
Nemanja Matić,rs SRB,MF,32.0,15.4,30.0,1.96,28.0,0.0,1.0,0.0,0.0,1.0,6.0,0.39,6.0,0.0,0.0,0.0,0.0,0.0,Matches
Paul Pogba,fr FRA,"MF,FW",28.0,15.0,57.0,3.8,45.0,1.0,6.0,1.0,4.0,0.0,11.0,0.73,10.0,1.0,0.0,0.0,0.0,0.0,Matches
Mason Greenwood,eng ENG,"FW,MF",19.0,14.1,52.0,3.68,42.0,0.0,6.0,2.0,2.0,0.0,7.0,0.5,6.0,0.0,0.0,1.0,0.0,0.0,Matches
Anthony Elanga,se SWE,FW,19.0,13.5,21.0,1.56,12.0,0.0,2.0,1.0,4.0,2.0,5.0,0.37,2.0,0.0,1.0,0.0,1.0,1.0,Matches
Marcus Rashford,eng ENG,"FW,MF",23.0,13.7,27.0,1.97,16.0,0.0,5.0,2.0,4.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Edinson Cavani,uy URU,FW,34.0,8.5,11.0,1.29,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0.23,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Eric Bailly,ci CIV,DF,27.0,2.4,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jesse Lingard,eng ENG,"FW,MF",28.0,4.1,16.0,3.92,13.0,0.0,0.0,2.0,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Juan Mata,es ESP,MF,33.0,2.6,9.0,3.45,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anthony Martial,fr FRA,FW,25.0,2.4,5.0,2.12,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Phil Jones,eng ENG,DF,29.0,1.8,1.0,0.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel James,wls WAL,FW,23.0,1.4,3.0,2.14,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hannibal Mejbri,tn TUN,FW,18.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Donny van de Beek,nl NED,MF,24.0,0.8,6.0,7.2,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Shola Shoretire,eng ENG,MF,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro Garnacho,es ESP,"FW,MF",17.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.2,38.0,917.0,24.13,706.0,65.0,56.0,38.0,39.0,13.0,104.0,2.74,77.0,6.0,6.0,7.0,5.0,3.0,
Opponent Total,,,27.0,38.0,859.0,22.61,594.0,74.0,52.0,68.0,49.0,22.0,89.0,2.34,64.0,4.0,7.0,10.0,3.0,1.0,
Alisson,br BRA,GK,28.0,36.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Virgil van Dijk,nl NED,DF,30.0,34.0,31.0,0.91,22.0,1.0,0.0,6.0,0.0,2.0,6.0,0.18,4.0,0.0,0.0,2.0,0.0,0.0,Matches
Trent Alexander-Arnold,eng ENG,DF,22.0,31.7,160.0,5.05,96.0,53.0,3.0,7.0,1.0,0.0,18.0,0.57,13.0,4.0,0.0,1.0,0.0,0.0,Matches
Sadio Mané,sn SEN,FW,29.0,31.3,114.0,3.64,79.0,0.0,8.0,17.0,10.0,0.0,13.0,0.41,7.0,0.0,1.0,4.0,1.0,0.0,Matches
Joël Matip,cm CMR,DF,29.0,31.0,42.0,1.35,33.0,0.0,0.0,8.0,1.0,0.0,9.0,0.29,7.0,0.0,0.0,1.0,1.0,0.0,Matches
Mohamed Salah,eg EGY,FW,29.0,30.7,141.0,4.59,104.0,0.0,17.0,18.0,2.0,0.0,25.0,0.81,17.0,0.0,5.0,2.0,1.0,0.0,Matches
Jordan Henderson,eng ENG,MF,31.0,28.9,96.0,3.33,86.0,4.0,2.0,2.0,1.0,1.0,14.0,0.49,14.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrew Robertson,sct SCO,DF,27.0,28.2,112.0,3.97,81.0,24.0,1.0,2.0,3.0,1.0,17.0,0.6,14.0,3.0,0.0,0.0,0.0,0.0,Matches
Diogo Jota,pt POR,FW,24.0,26.3,98.0,3.73,63.0,0.0,12.0,9.0,13.0,1.0,13.0,0.49,7.0,0.0,2.0,2.0,2.0,0.0,Matches
Fabinho,br BRA,MF,27.0,25.7,53.0,2.06,42.0,0.0,0.0,3.0,6.0,2.0,5.0,0.19,3.0,0.0,0.0,2.0,0.0,0.0,Matches
Thiago Alcántara,es ESP,MF,30.0,17.0,67.0,3.93,57.0,0.0,1.0,7.0,1.0,1.0,6.0,0.35,6.0,0.0,0.0,0.0,0.0,0.0,Matches
Naby Keïta,gn GUI,MF,26.0,13.0,46.0,3.53,39.0,0.0,0.0,4.0,0.0,3.0,6.0,0.46,5.0,0.0,0.0,1.0,0.0,0.0,Matches
Ibrahima Konaté,fr FRA,DF,22.0,11.0,6.0,0.55,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Díaz,co COL,FW,24.0,10.6,60.0,5.64,41.0,0.0,11.0,6.0,1.0,1.0,4.0,0.38,3.0,0.0,0.0,1.0,0.0,0.0,Matches
Roberto Firmino,br BRA,FW,29.0,11.0,40.0,3.64,35.0,0.0,1.0,3.0,1.0,0.0,5.0,0.46,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Curtis Jones,eng ENG,MF,20.0,9.5,28.0,2.96,17.0,1.0,2.0,3.0,3.0,2.0,3.0,0.32,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Kostas Tsimikas,gr GRE,DF,25.0,9.7,42.0,4.31,26.0,13.0,1.0,2.0,0.0,0.0,3.0,0.31,2.0,1.0,0.0,0.0,0.0,0.0,Matches
James Milner,eng ENG,"MF,DF",35.0,9.5,40.0,4.22,29.0,8.0,1.0,1.0,1.0,0.0,2.0,0.21,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",27.0,8.7,25.0,2.86,22.0,0.0,2.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Harvey Elliott,eng ENG,MF,18.0,3.8,25.0,6.52,18.0,1.0,0.0,4.0,2.0,0.0,2.0,0.52,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Joe Gomez,eng ENG,DF,24.0,3.7,7.0,1.9,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.54,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Caoimhín Kelleher,ie IRL,GK,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Takumi Minamino,jp JPN,"FW,MF",26.0,2.1,8.0,3.87,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Tyler Morton,eng ENG,MF,18.0,0.7,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Divock Origi,be BEL,FW,26.0,1.5,3.0,2.03,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.35,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Kaide Gordon,eng ENG,FW,16.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Neco Williams,wls WAL,DF,20.0,0.1,2.0,22.5,1.0,0.0,1.0,0.0,0.0,0.0,2.0,22.5,1.0,0.0,1.0,0.0,0.0,0.0,Matches
Squad Total,,,27.7,38.0,1249.0,32.87,912.0,105.0,63.0,104.0,49.0,16.0,163.0,4.29,121.0,9.0,9.0,19.0,5.0,0.0,
Opponent Total,,,26.7,38.0,518.0,13.63,386.0,35.0,40.0,25.0,22.0,10.0,46.0,1.21,32.0,4.0,4.0,5.0,1.0,0.0,
Edouard Mendy,sn SEN,GK,29.0,34.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonio Rüdiger,de GER,DF,28.0,33.7,45.0,1.33,38.0,0.0,0.0,4.0,2.0,1.0,9.0,0.27,6.0,0.0,0.0,1.0,2.0,0.0,Matches
Thiago Silva,br BRA,DF,36.0,29.4,33.0,1.12,26.0,0.0,1.0,4.0,1.0,1.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Mason Mount,eng ENG,MF,22.0,26.3,119.0,4.53,80.0,22.0,2.0,10.0,5.0,0.0,19.0,0.72,12.0,5.0,0.0,1.0,1.0,0.0,Matches
Jorginho,it ITA,MF,29.0,25.3,70.0,2.77,61.0,2.0,1.0,2.0,3.0,1.0,8.0,0.32,8.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Alonso,es ESP,DF,30.0,24.1,93.0,3.86,66.0,16.0,3.0,6.0,2.0,0.0,10.0,0.42,7.0,2.0,0.0,1.0,0.0,0.0,Matches
César Azpilicueta,es ESP,DF,31.0,23.0,48.0,2.09,43.0,0.0,2.0,3.0,0.0,0.0,8.0,0.35,6.0,0.0,1.0,1.0,0.0,0.0,Matches
Reece James,eng ENG,DF,21.0,20.7,88.0,4.25,69.0,7.0,4.0,5.0,3.0,0.0,11.0,0.53,9.0,1.0,1.0,0.0,0.0,0.0,Matches
Kai Havertz,de GER,"FW,MF",22.0,20.1,61.0,3.03,46.0,0.0,3.0,7.0,5.0,0.0,6.0,0.3,4.0,0.0,0.0,1.0,1.0,0.0,Matches
N'Golo Kanté,fr FRA,MF,30.0,19.7,69.0,3.5,59.0,0.0,3.0,3.0,0.0,4.0,16.0,0.81,14.0,0.0,1.0,1.0,0.0,0.0,Matches
Andreas Christensen,dk DEN,DF,25.0,16.6,9.0,0.54,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Trevoh Chalobah,eng ENG,DF,22.0,16.1,14.0,0.87,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Romelu Lukaku,be BEL,FW,28.0,17.7,50.0,2.83,35.0,0.0,5.0,3.0,6.0,1.0,5.0,0.28,0.0,0.0,3.0,0.0,2.0,0.0,Matches
Mateo Kovačić,hr CRO,MF,27.0,17.3,69.0,3.98,58.0,0.0,4.0,3.0,3.0,1.0,8.0,0.46,7.0,0.0,0.0,0.0,0.0,1.0,Matches
Timo Werner,de GER,"FW,MF",25.0,14.3,30.0,2.1,23.0,0.0,2.0,5.0,0.0,0.0,5.0,0.35,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Hakim Ziyech,ma MAR,"MF,FW",28.0,14.7,67.0,4.57,48.0,5.0,6.0,4.0,4.0,0.0,6.0,0.41,6.0,0.0,0.0,0.0,0.0,0.0,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",25.0,15.5,56.0,3.62,44.0,0.0,3.0,4.0,3.0,2.0,6.0,0.39,3.0,0.0,0.0,2.0,0.0,1.0,Matches
Christian Pulisic,us USA,"MF,FW",22.0,14.3,36.0,2.51,24.0,0.0,1.0,4.0,6.0,1.0,5.0,0.35,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Callum Hudson-Odoi,eng ENG,"MF,FW",20.0,10.7,55.0,5.15,41.0,0.0,6.0,3.0,5.0,0.0,6.0,0.56,2.0,0.0,2.0,0.0,2.0,0.0,Matches
Malang Sarr,fr FRA,DF,22.0,6.1,6.0,0.99,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ben Chilwell,eng ENG,DF,24.0,6.0,18.0,2.99,10.0,7.0,0.0,1.0,0.0,0.0,1.0,0.17,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Saúl Ñíguez,es ESP,"DF,MF",26.0,5.3,7.0,1.31,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kepa Arrizabalaga,es ESP,GK,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ross Barkley,eng ENG,"MF,FW",27.0,2.0,18.0,9.0,13.0,3.0,1.0,1.0,0.0,0.0,3.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Kenedy,br BRA,DF,25.0,0.6,2.0,3.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emerson Palmieri,it ITA,DF,26.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.4,38.0,1064.0,28.0,818.0,62.0,48.0,75.0,49.0,12.0,135.0,3.55,97.0,9.0,8.0,10.0,9.0,2.0,
Opponent Total,,,26.7,38.0,587.0,15.45,407.0,52.0,43.0,36.0,37.0,12.0,53.0,1.39,34.0,4.0,4.0,3.0,5.0,3.0,
Bukayo Saka,eng ENG,"FW,MF",19.0,33.1,158.0,4.78,108.0,20.0,9.0,10.0,11.0,0.0,18.0,0.54,9.0,4.0,0.0,2.0,3.0,0.0,Matches
Gabriel Dos Santos,br BRA,DF,23.0,34.0,22.0,0.65,19.0,0.0,0.0,2.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Aaron Ramsdale,eng ENG,GK,23.0,34.0,2.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ben White,eng ENG,DF,23.0,32.0,33.0,1.03,25.0,0.0,2.0,4.0,1.0,1.0,4.0,0.12,2.0,0.0,2.0,0.0,0.0,0.0,Matches
Martin Ødegaard,no NOR,"MF,FW",22.0,30.9,159.0,5.14,129.0,12.0,6.0,9.0,2.0,1.0,15.0,0.48,15.0,0.0,0.0,0.0,0.0,0.0,Matches
Granit Xhaka,ch SUI,"MF,DF",28.0,25.9,87.0,3.36,80.0,2.0,1.0,2.0,1.0,1.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Thomas Partey,gh GHA,MF,28.0,22.5,61.0,2.71,49.0,0.0,5.0,4.0,3.0,0.0,4.0,0.18,3.0,0.0,0.0,1.0,0.0,0.0,Matches
Kieran Tierney,sct SCO,DF,24.0,21.3,44.0,2.07,36.0,5.0,1.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Emile Smith Rowe,eng ENG,"MF,FW",21.0,21.3,67.0,3.14,52.0,4.0,5.0,4.0,2.0,0.0,6.0,0.28,5.0,1.0,0.0,0.0,0.0,0.0,Matches
Martinelli,br BRA,"FW,MF",20.0,20.7,72.0,3.49,48.0,4.0,8.0,8.0,2.0,2.0,13.0,0.63,6.0,2.0,2.0,3.0,0.0,0.0,Matches
Alexandre Lacazette,fr FRA,FW,30.0,19.8,71.0,3.58,49.0,0.0,4.0,6.0,10.0,2.0,9.0,0.45,6.0,0.0,0.0,1.0,1.0,1.0,Matches
Takehiro Tomiyasu,jp JPN,DF,22.0,18.7,34.0,1.82,32.0,0.0,1.0,0.0,0.0,1.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Cédric Soares,pt POR,DF,29.0,16.5,37.0,2.24,27.0,9.0,0.0,1.0,0.0,0.0,3.0,0.18,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Nuno Tavares,pt POR,DF,21.0,13.1,27.0,2.07,19.0,0.0,4.0,1.0,2.0,1.0,3.0,0.23,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Albert Sambi Lokonga,be BEL,MF,21.0,12.6,39.0,3.09,36.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,32.0,11.5,22.0,1.91,14.0,0.0,2.0,4.0,2.0,0.0,3.0,0.26,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Rob Holding,eng ENG,DF,25.0,9.4,3.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eddie Nketiah,eng ENG,FW,22.0,9.3,26.0,2.81,17.0,0.0,5.0,3.0,1.0,0.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Mohamed Elneny,eg EGY,MF,29.0,9.0,17.0,1.9,15.0,1.0,0.0,1.0,0.0,0.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolas Pépé,ci CIV,"FW,MF",26.0,7.7,36.0,4.66,20.0,9.0,4.0,3.0,0.0,0.0,4.0,0.52,1.0,0.0,0.0,3.0,0.0,0.0,Matches
Bernd Leno,de GER,GK,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ainsley Maitland-Niles,eng ENG,MF,23.0,3.0,7.0,2.35,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Marí,es ESP,DF,27.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Calum Chambers,eng ENG,DF,26.0,1.9,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sead Kolašinac,ba BIH,DF,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Folarin Balogun,eng ENG,FW,20.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Reiss Nelson,eng ENG,FW,21.0,0.2,3.0,13.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,24.4,38.0,1030.0,27.11,788.0,68.0,57.0,66.0,39.0,12.0,99.0,2.61,69.0,8.0,4.0,13.0,4.0,1.0,
Opponent Total,,,26.9,38.0,762.0,20.05,577.0,59.0,35.0,38.0,39.0,14.0,78.0,2.05,57.0,3.0,5.0,5.0,7.0,1.0,
Hugo Lloris,fr FRA,GK,34.0,38.0,6.0,0.16,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Harry Kane,eng ENG,FW,28.0,35.9,128.0,3.56,94.0,2.0,10.0,16.0,6.0,0.0,21.0,0.58,17.0,0.0,1.0,3.0,0.0,0.0,Matches
Pierre Højbjerg,dk DEN,MF,25.0,35.5,86.0,2.42,71.0,3.0,6.0,1.0,1.0,4.0,7.0,0.2,7.0,0.0,0.0,0.0,0.0,0.0,Matches
Eric Dier,eng ENG,DF,27.0,34.1,30.0,0.88,25.0,0.0,0.0,4.0,0.0,1.0,5.0,0.15,3.0,0.0,0.0,2.0,0.0,0.0,Matches
Son Heung-min,kr KOR,"MF,FW",29.0,33.4,135.0,4.04,82.0,35.0,2.0,9.0,6.0,1.0,13.0,0.39,7.0,3.0,0.0,0.0,3.0,0.0,Matches
Ben Davies,wls WAL,DF,28.0,28.2,30.0,1.06,28.0,1.0,0.0,1.0,0.0,0.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Emerson,br BRA,"DF,MF",22.0,25.4,50.0,1.97,42.0,0.0,4.0,2.0,2.0,0.0,4.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Reguilón,es ESP,"DF,MF",24.0,21.3,58.0,2.72,44.0,2.0,4.0,4.0,3.0,1.0,5.0,0.23,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Romero,ar ARG,DF,23.0,20.5,19.0,0.93,16.0,1.0,0.0,0.0,1.0,1.0,2.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,Matches
Lucas Moura,br BRA,"FW,MF",28.0,19.7,67.0,3.4,52.0,0.0,7.0,2.0,6.0,0.0,12.0,0.61,10.0,0.0,1.0,0.0,1.0,0.0,Matches
Davinson Sánchez,co COL,DF,25.0,18.1,20.0,1.1,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Bentancur,uy URU,MF,24.0,15.1,38.0,2.51,33.0,0.0,1.0,2.0,1.0,1.0,7.0,0.46,6.0,0.0,0.0,1.0,0.0,0.0,Matches
Oliver Skipp,eng ENG,MF,20.0,15.0,24.0,1.6,22.0,0.0,1.0,1.0,0.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Dejan Kulusevski,se SWE,"MF,FW",21.0,14.0,51.0,3.64,39.0,0.0,5.0,6.0,1.0,0.0,13.0,0.93,11.0,0.0,1.0,1.0,0.0,0.0,Matches
Ryan Sessegnon,eng ENG,"DF,MF",21.0,11.6,20.0,1.72,19.0,1.0,0.0,0.0,0.0,0.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Japhet Tanganga,eng ENG,DF,22.0,8.2,3.0,0.37,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
