Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Alexis Tibidi,fr FRA,"MF,FW",17.0,4.3,0,4,0,0.0,0.94,0.0,0.0,,12.5,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Daniel Didavi,de GER,"MF,FW",31.0,3.1,0,7,3,42.9,2.27,0.97,0.0,0.0,17.2,1.0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Erik Thommy,de GER,"FW,MF",26.0,3.0,0,10,4,40.0,3.28,1.31,0.0,0.0,24.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Clinton Mola,eng ENG,DF,20.0,1.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Wahidullah Faghir,dk DEN,FW,18.0,1.4,1,5,1,20.0,3.66,0.73,0.2,1.0,17.3,0.0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
Ömer Faruk Beyaz,tr TUR,"DF,MF",17.0,0.8,0,3,1,33.3,3.8,1.27,0.0,0.0,20.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Naouirou Ahamada,fr FRA,"MF,DF",19.0,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Enzo Millot,fr FRA,MF,19.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Lilian Egloff,de GER,"MF,DF",18.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Matej Maglica,hr CRO,MF,22.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Mohamed Sankoh,nl NED,FW,17.0,0.0,0,1,1,100.0,22.5,22.5,0.0,0.0,15.5,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Squad Total,,,24.0,34.0,40,449,153,34.1,13.21,4.5,0.09,0.25,17.5,10.0,1,3,43.7,41.4,0.09,-3.7,-2.4,
Opponent Total,,,26.3,34.0,58,499,159,31.9,14.68,4.68,0.11,0.34,17.6,12.0,4,4,54.0,50.9,0.11,4.0,3.1,
Santiago Ascacíbar,ar ARG,MF,24.0,26.4,0,13,1,7.7,0.49,0.04,0.0,0.0,17.7,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Suat Serdar,de GER,"MF,FW",24.0,24.6,3,33,10,30.3,1.34,0.41,0.09,0.3,17.7,0.0,0,0,2.1,2.1,0.06,0.9,0.9,Matches
Peter Pekarík,sk SVK,DF,34.0,24.8,0,10,3,30.0,0.4,0.12,0.0,0.0,18.7,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Alexander Schwolow,de GER,GK,29.0,24.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Vladimír Darida,cz CZE,MF,30.0,19.8,2,24,9,37.5,1.21,0.45,0.08,0.22,21.8,1.0,0,0,1.9,1.9,0.08,0.1,0.1,Matches
Niklas Stark,de GER,DF,26.0,22.6,1,11,4,36.4,0.49,0.18,0.09,0.25,15.2,0.0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Lucas Tousart,fr FRA,MF,24.0,21.8,2,23,7,30.4,1.06,0.32,0.09,0.29,19.5,0.0,0,0,1.5,1.5,0.07,0.5,0.5,Matches
Dedryck Boyata,be BEL,DF,30.0,21.1,0,10,2,20.0,0.47,0.09,0.0,0.0,9.7,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Marco Richter,de GER,"FW,MF",23.0,18.9,5,44,17,38.6,2.32,0.9,0.11,0.29,20.1,3.0,0,0,3.2,3.2,0.07,1.8,1.8,Matches
Marvin Plattenhardt,de GER,DF,29.0,18.2,0,7,1,14.3,0.38,0.05,0.0,0.0,26.7,6.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Ishak Belfodil,dz ALG,FW,29.0,18.2,5,31,17,54.8,1.71,0.94,0.13,0.24,13.1,0.0,1,1,3.7,3.0,0.1,1.3,1.0,Matches
Maximilian Mittelstädt,de GER,"DF,FW",24.0,16.6,0,10,0,0.0,0.6,0.0,0.0,,21.7,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Stevan Jovetić,me MNE,"FW,MF",31.0,11.3,6,44,16,36.4,3.89,1.42,0.14,0.38,18.9,5.0,0,0,4.4,4.4,0.1,1.6,1.6,Matches
Marc-Oliver Kempf,de GER,DF,26.0,11.7,0,8,1,12.5,0.69,0.09,0.0,0.0,9.7,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Davie Selke,de GER,FW,26.0,11.2,4,24,9,37.5,2.15,0.81,0.13,0.33,13.3,0.0,1,1,4.2,3.4,0.14,-0.2,-0.4,Matches
Marcel Lotka,pl POL,GK,20.0,9.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Myziane Maolida,fr FRA,"FW,MF",22.0,8.6,1,14,3,21.4,1.62,0.35,0.07,0.33,19.5,0.0,0,0,1.4,1.4,0.1,-0.4,-0.4,Matches
Márton Dárdai,de GER,DF,19.0,8.4,0,4,3,75.0,0.48,0.36,0.0,0.0,16.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",34.0,7.7,0,10,2,20.0,1.29,0.26,0.0,0.0,22.5,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Jurgen Ekkelenkamp,nl NED,"MF,FW",21.0,8.0,3,14,4,28.6,1.75,0.5,0.21,0.75,14.6,0.0,0,0,1.5,1.5,0.11,1.5,1.5,Matches
Linus Gechter,de GER,DF,17.0,8.0,1,5,1,20.0,0.63,0.13,0.2,1.0,9.6,0.0,0,0,0.5,0.5,0.11,0.5,0.5,Matches
Deyovaisio Zeefuik,nl NED,DF,23.0,6.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Jordan Torunarigha,de GER,DF,23.0,5.4,0,2,0,0.0,0.37,0.0,0.0,,8.7,0.0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Krzysztof Piątek,pl POL,FW,26.0,3.9,1,12,5,41.7,3.11,1.3,0.08,0.2,14.9,0.0,0,0,1.8,1.8,0.15,-0.8,-0.8,Matches
Fredrik André Bjørkan,no NOR,DF,22.0,3.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukas Klünter,de GER,DF,25.0,2.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Dodi Lukebakio,be BEL,FW,23.0,2.0,1,3,1,33.3,1.53,0.51,0.0,0.0,25.6,0.0,1,1,1.2,0.4,0.12,-0.2,-0.4,Matches
Dennis Jastrzembski,pl POL,"DF,FW",21.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,16.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Javairô Dilrosun,nl NED,FW,23.0,1.5,0,1,0,0.0,0.65,0.0,0.0,,22.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Lee Dongjun,kr KOR,"MF,FW",24.0,1.3,0,3,1,33.3,2.29,0.76,0.0,0.0,12.9,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Matheus Cunha,br BRA,FW,22.0,0.7,0,2,1,50.0,2.81,1.41,0.0,0.0,11.1,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Julian Eitschberger,de GER,DF,17.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Anton Kade,de GER,"FW,MF",17.0,0.9,0,1,1,100.0,1.17,1.17,0.0,0.0,11.0,0.0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
Marten Winkler,de GER,MF,18.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Cimo Röcker,de GER,DF,27.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Luca Wollschläger,de GER,"FW,MF",18.0,0.2,0,1,0,0.0,5.63,0.0,0.0,,17.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Squad Total,,,26.7,34.0,35,365,119,32.6,10.74,3.5,0.09,0.27,17.5,15.0,3,3,33.3,30.9,0.09,1.7,1.1,
Opponent Total,,,26.2,34.0,71,455,164,36.0,13.38,4.82,0.14,0.38,16.8,22.0,8,8,54.3,48.1,0.11,16.7,14.9,
Stefan Ortega,de GER,GK,28.0,33.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Joakim Nilsson,se SWE,DF,27.0,30.4,2,5,3,60.0,0.16,0.1,0.4,0.67,15.6,0.0,0,0,0.4,0.4,0.09,1.6,1.6,Matches
Masaya Okugawa,jp JPN,"MF,FW",25.0,28.1,8,32,15,46.9,1.14,0.53,0.25,0.53,16.5,0.0,0,0,3.9,3.9,0.13,4.1,4.1,Matches
Alessandro Schöpf,at AUT,MF,27.0,26.6,1,35,9,25.7,1.31,0.34,0.03,0.11,21.4,2.0,0,0,2.0,2.0,0.06,-1.0,-1.0,Matches
Amos Pieper,de GER,DF,23.0,26.4,0,14,2,14.3,0.53,0.08,0.0,0.0,16.0,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Patrick Wimmer,at AUT,"FW,MF",20.0,22.8,3,56,15,26.8,2.46,0.66,0.05,0.2,20.2,3.0,0,0,3.7,3.7,0.07,-0.7,-0.7,Matches
Cédric Brunner,ch SUI,DF,27.0,24.3,0,10,0,0.0,0.41,0.0,0.0,,27.3,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Manuel Prietl,at AUT,MF,29.0,23.6,0,17,4,23.5,0.72,0.17,0.0,0.0,19.8,0.0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Jacob Barrett Laursen,dk DEN,DF,26.0,18.1,2,8,4,50.0,0.44,0.22,0.25,0.5,26.1,0.0,0,0,0.2,0.2,0.03,1.8,1.8,Matches
Sebastian Vasiliadis,gr GRE,MF,23.0,13.3,0,12,2,16.7,0.91,0.15,0.0,0.0,25.1,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Janni Serra,de GER,FW,23.0,12.4,3,24,9,37.5,1.93,0.73,0.13,0.33,14.2,0.0,0,0,3.2,3.2,0.13,-0.2,-0.2,Matches
Fabian Klos,de GER,FW,33.0,15.8,3,37,13,35.1,2.35,0.82,0.03,0.08,16.8,0.0,2,2,4.6,3.0,0.08,-1.6,-2.0,Matches
Robin Hack,de GER,"FW,MF",22.0,15.2,0,31,6,19.4,2.05,0.4,0.0,0.0,21.5,2.0,0,0,1.9,1.9,0.06,-1.9,-1.9,Matches
Fabian Kunze,de GER,MF,23.0,14.0,0,11,1,9.1,0.79,0.07,0.0,0.0,26.1,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Florian Krüger,de GER,"FW,MF",22.0,12.5,1,18,5,27.8,1.43,0.4,0.06,0.2,18.7,1.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Andrés Andrade Cedeño,pa PAN,DF,22.0,11.6,0,7,3,42.9,0.6,0.26,0.0,0.0,19.6,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Guilherme Ramos,pt POR,DF,23.0,10.1,0,7,3,42.9,0.7,0.3,0.0,0.0,13.7,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Bryan Lasme,fr FRA,FW,22.0,9.7,2,13,8,61.5,1.33,0.82,0.15,0.25,14.7,0.0,0,0,0.8,0.8,0.06,1.2,1.2,Matches
Nathan de Medina,be BEL,DF,23.0,8.6,0,5,1,20.0,0.58,0.12,0.0,0.0,20.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Gonzalo Castro,de GER,"MF,FW",34.0,4.8,1,8,2,25.0,1.65,0.41,0.13,0.5,20.9,2.0,0,0,0.8,0.8,0.1,0.2,0.2,Matches
George Bello,us USA,DF,19.0,4.8,0,3,0,0.0,0.62,0.0,0.0,,24.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Edimilson Fernandes,ch SUI,"MF,FW",25.0,3.1,0,4,2,50.0,1.27,0.64,0.0,0.0,41.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Burak İnce,tr TUR,FW,17.0,1.5,0,4,2,50.0,2.59,1.29,0.0,0.0,18.5,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Lennart-Marten Czyborra,de GER,DF,22.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Stefanos Kapino,gr GRE,GK,27.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Mike van der Hoorn,nl NED,DF,28.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.8,34.0,26,361,109,30.2,10.62,3.21,0.07,0.22,19.7,10.0,2,2,26.3,24.7,0.07,-0.3,-0.7,
Opponent Total,,,26.3,34.0,51,521,173,33.2,15.32,5.09,0.08,0.25,15.7,14.0,7,7,62.8,57.5,0.11,-11.8,-13.5,
Branimir Hrgota,se SWE,FW,28.0,30.9,9,60,20,33.3,1.94,0.65,0.07,0.2,20.3,6.0,5,5,9.1,5.1,0.09,-0.1,-1.1,Matches
Sebastian Griesbeck,de GER,"DF,MF",30.0,27.1,1,7,2,28.6,0.26,0.07,0.14,0.5,12.0,0.0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
Marco Meyerhöfer,de GER,DF,25.0,25.3,1,10,2,20.0,0.39,0.08,0.1,0.5,17.2,0.0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
Nick Viergever,nl NED,DF,31.0,23.7,0,2,1,50.0,0.08,0.04,0.0,0.0,5.7,0.0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
Paul Seguin,de GER,MF,26.0,23.4,0,11,2,18.2,0.47,0.09,0.0,0.0,23.8,2.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Timothy Tillman,de GER,MF,22.0,22.3,1,24,8,33.3,1.08,0.36,0.04,0.13,19.1,2.0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
Max Christiansen,de GER,MF,24.0,22.8,0,10,1,10.0,0.44,0.04,0.0,0.0,24.6,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Jamie Leweling,de GER,"FW,MF",20.0,21.8,5,44,17,38.6,2.02,0.78,0.11,0.29,17.6,0.0,0,0,4.0,4.0,0.09,1.0,1.0,Matches
Jetro Willems,nl NED,DF,27.0,17.8,1,11,3,27.3,0.62,0.17,0.09,0.33,19.5,1.0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
Maximilian Bauer,de GER,DF,21.0,18.8,0,5,1,20.0,0.27,0.05,0.0,0.0,12.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Gian-Luca Itter,de GER,DF,22.0,16.2,0,5,1,20.0,0.31,0.06,0.0,0.0,18.9,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Jeremy Dudziak,tn TUN,"MF,FW",25.0,12.6,2,16,4,25.0,1.27,0.32,0.13,0.5,14.3,0.0,0,0,2.4,2.4,0.16,-0.4,-0.4,Matches
Håvard Nielsen,no NOR,"MF,FW",28.0,15.2,2,28,10,35.7,1.84,0.66,0.07,0.2,13.5,0.0,0,0,2.0,2.0,0.07,0.0,0.0,Matches
Sascha Burchert,de GER,GK,31.0,14.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Andreas Linde,se SWE,GK,28.0,12.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Julian Green,us USA,MF,26.0,11.7,0,19,5,26.3,1.62,0.43,0.0,0.0,25.6,2.0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Simon Asta,de GER,DF,20.0,8.7,0,3,0,0.0,0.34,0.0,0.0,,14.3,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Marius Funk,de GER,GK,25.0,8.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Hans Nunoo Sarpei,gh GHA,"DF,MF",22.0,7.1,0,3,0,0.0,0.42,0.0,0.0,,14.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Cedric Itten,ch SUI,FW,24.0,7.1,2,15,9,60.0,2.13,1.28,0.13,0.22,15.1,0.0,0,0,2.6,2.6,0.17,-0.6,-0.6,Matches
Tobias Raschl,de GER,MF,21.0,6.6,0,5,1,20.0,0.75,0.15,0.0,0.0,25.4,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Dickson Abiama,ng NGA,FW,22.0,8.1,0,18,4,22.2,2.23,0.5,0.0,0.0,16.7,0.0,0,0,1.8,1.8,0.1,-1.8,-1.8,Matches
Jessic Ngankam,de GER,FW,21.0,3.8,2,9,5,55.6,2.38,1.32,0.22,0.4,13.3,0.0,0,0,1.8,1.8,0.2,0.2,0.2,Matches
Justin Hoogma,nl NED,DF,23.0,3.0,0,1,0,0.0,0.33,0.0,0.0,,13.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Abdourahmane Barry,fr FRA,DF,21.0,2.3,0,1,0,0.0,0.43,0.0,0.0,,25.9,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Gideon Jung,de GER,DF,26.0,1.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Nils Seufert,de GER,MF,24.0,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Afimico Pululu,fr FRA,"FW,MF",22.0,0.8,0,1,0,0.0,1.29,0.0,0.0,,15.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Adrian Fein,de GER,MF,22.0,0.4,0,1,0,0.0,2.81,0.0,0.0,,28.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Squad Total,,,25.9,34.0,26,309,96,31.1,9.09,2.82,0.07,0.22,18.2,13.0,5,5,30.0,26.2,0.09,-4.0,-5.2,
Opponent Total,,,26.3,34.0,77,505,182,36.0,14.85,5.35,0.14,0.39,17.0,15.0,6,6,60.2,55.5,0.11,16.8,15.5,
Gianluigi Donnarumma,it ITA,GK,24-062,32.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Lionel Messi,ar ARG,"FW,MF",35-308,26.5,15,112,49,43.8,4.22,1.85,0.13,0.31,18.0,16.0,0,0,14.1,14.1,0.13,0.9,0.9,Matches
Marquinhos,br BRA,DF,28-349,26.1,2,15,4,26.7,0.58,0.15,0.13,0.5,9.6,0.0,0,0,1.9,1.9,0.12,0.1,0.1,Matches
Kylian Mbappé,fr FRA,FW,24-129,25.3,22,114,60,52.6,4.5,2.37,0.18,0.33,16.2,1.0,2,4,19.4,16.1,0.14,2.6,3.9,Matches
Sergio Ramos,es ESP,DF,37-029,24.0,1,13,5,38.5,0.54,0.21,0.08,0.2,11.3,0.0,0,0,1.3,1.3,0.1,-0.3,-0.3,Matches
Vitinha,pt POR,MF,23-074,23.2,1,25,7,28.0,1.08,0.3,0.04,0.14,21.0,0.0,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches
Danilo Pereira,pt POR,"DF,MF",31-231,21.2,2,17,3,17.6,0.8,0.14,0.12,0.67,11.8,0.0,0,0,1.8,1.8,0.11,0.2,0.2,Matches
Marco Verratti,it ITA,MF,30-174,18.8,0,5,3,60.0,0.27,0.16,0.0,0.0,17.2,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-175,20.8,4,17,8,47.1,0.82,0.39,0.24,0.5,15.4,0.0,0,0,3.3,3.3,0.19,0.7,0.7,Matches
Fabián Ruiz Peña,es ESP,MF,27-025,18.0,1,18,5,27.8,1.0,0.28,0.06,0.2,18.7,0.0,0,0,1.7,1.7,0.1,-0.7,-0.7,Matches
Neymar,br BRA,"MF,FW",31-082,17.2,13,36,18,50.0,2.1,1.05,0.31,0.61,16.8,6.0,2,2,8.1,6.5,0.18,4.9,4.5,Matches
Nuno Mendes,pt POR,DF,20-313,16.8,1,10,7,70.0,0.59,0.42,0.1,0.14,13.7,0.0,0,0,1.0,1.0,0.1,0.0,0.0,Matches
Juan Bernat,es ESP,DF,30-058,13.8,1,7,6,85.7,0.51,0.44,0.14,0.17,11.4,0.0,0,0,0.9,0.9,0.12,0.1,0.1,Matches
Carlos Soler,es ESP,MF,26-116,12.0,3,10,6,60.0,0.83,0.5,0.3,0.5,15.2,0.0,0,0,1.6,1.6,0.16,1.4,1.4,Matches
Nordi Mukiele,fr FRA,DF,25-178,12.6,0,11,2,18.2,0.87,0.16,0.0,0.0,11.6,0.0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
Presnel Kimpembe,fr FRA,DF,27-258,8.1,0,4,0,0.0,0.49,0.0,0.0,,6.3,0.0,0,0,0.7,0.7,0.17,-0.7,-0.7,Matches
Hugo Ekitike,fr FRA,FW,20-312,9.5,3,23,10,43.5,2.41,1.05,0.13,0.3,14.0,0.0,0,0,2.8,2.8,0.12,0.2,0.2,Matches
Renato Sanches,pt POR,MF,25-253,6.0,2,10,5,50.0,1.65,0.83,0.2,0.4,18.5,0.0,0,0,0.8,0.8,0.08,1.2,1.2,Matches
Warren Zaire-Emery,fr FRA,"MF,DF",17-051,6.1,2,6,4,66.7,0.98,0.66,0.33,0.5,17.1,0.0,0,0,1.3,1.3,0.22,0.7,0.7,Matches
El Chadaille Bitshiabu,fr FRA,DF,17-347,4.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Timothee Pembele,fr FRA,DF,20-231,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,16.3,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Pablo Sarabia,es ESP,"FW,MF",30-352,4.1,0,6,2,33.3,1.46,0.49,0.0,0.0,10.4,0.0,0,0,1.3,1.3,0.22,-1.3,-1.3,Matches
Ismaël Gharbi,es ESP,"MF,FW",19-018,0.6,0,3,1,33.3,4.91,1.64,0.0,0.0,21.3,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Leandro Paredes,ar ARG,MF,28-303,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ilyes Housni,fr FRA,FW,17-349,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.6,32.0,73,465,206,44.3,14.53,6.44,0.15,0.33,16.1,23.0,4,6,64.7,59.9,0.13,8.3,9.1,
Opponent Total,,,26.8,32.0,30,372,129,34.7,11.62,4.03,0.08,0.22,17.9,12.0,2,4,39.1,35.9,0.1,-9.1,-7.9,
Valentin Rongier,fr FRA,MF,28-142,28.7,1,18,2,11.1,0.63,0.07,0.06,0.5,20.5,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Pau López,es ESP,GK,28-136,27.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Chancel Mbemba,cd COD,DF,28-263,26.8,4,24,8,33.3,0.89,0.3,0.17,0.5,11.3,0.0,0,0,2.7,2.7,0.11,1.3,1.3,Matches
Leonardo Balerdi,ar ARG,DF,24-092,24.9,0,8,0,0.0,0.32,0.0,0.0,,10.4,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Alexis Sánchez,cl CHI,"FW,MF",34-130,24.8,12,53,25,47.2,2.14,1.01,0.19,0.4,16.1,5.0,2,3,10.6,8.2,0.16,1.4,1.8,Matches
Jonathan Clauss,fr FRA,DF,30-215,23.5,1,43,11,25.6,1.83,0.47,0.02,0.09,18.0,0.0,0,0,3.7,3.7,0.09,-2.7,-2.7,Matches
Jordan Veretout,fr FRA,MF,30-058,25.8,3,26,8,30.8,1.01,0.31,0.12,0.38,20.1,1.0,0,0,2.8,2.8,0.11,0.2,0.2,Matches
Nuno Tavares,pt POR,"DF,MF",23-092,23.5,6,58,17,29.3,2.47,0.72,0.1,0.35,19.5,0.0,0,0,4.1,4.1,0.07,1.9,1.9,Matches
Cengiz Ünder,tr TUR,MF,25-288,21.7,4,58,20,34.5,2.67,0.92,0.05,0.15,17.1,2.0,1,1,7.0,6.3,0.11,-3.0,-3.3,Matches
Mattéo Guendouzi,fr FRA,MF,24-014,20.6,2,23,5,21.7,1.12,0.24,0.04,0.2,16.8,0.0,1,1,3.2,2.4,0.11,-1.2,-1.4,Matches
Samuel Gigot,fr FRA,DF,29-198,19.4,2,11,3,27.3,0.57,0.15,0.18,0.67,8.2,0.0,0,0,2.4,2.4,0.22,-0.4,-0.4,Matches
Sead Kolašinac,ba BIH,DF,29-312,19.3,4,19,9,47.4,0.98,0.47,0.21,0.44,10.3,0.0,0,0,3.6,3.6,0.19,0.4,0.4,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-359,9.6,1,23,4,17.4,2.41,0.42,0.04,0.25,24.6,5.0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
Dimitri Payet,fr FRA,"MF,FW",36-030,8.2,2,21,4,19.0,2.57,0.49,0.05,0.25,22.7,1.0,1,1,2.3,1.5,0.07,-0.3,-0.5,Matches
Issa Kaboré,bf BFA,DF,21-351,9.0,1,7,3,42.9,0.78,0.33,0.14,0.33,17.5,0.0,0,0,0.8,0.8,0.11,0.2,0.2,Matches
Amine Harit,ma MAR,"MF,FW",25-314,5.7,0,6,3,50.0,1.05,0.52,0.0,0.0,18.7,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Gerson,br BRA,MF,25-343,4.6,2,9,6,66.7,1.94,1.29,0.22,0.33,15.8,0.0,0,0,0.8,0.8,0.09,1.2,1.2,Matches
Rubén Blanco,es ESP,GK,27-277,5.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Pape Gueye,sn SEN,"MF,DF",24-094,5.5,1,8,4,50.0,1.46,0.73,0.13,0.25,16.8,0.0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
Eric Bailly,ci CIV,DF,29-016,5.0,0,3,0,0.0,0.6,0.0,0.0,,13.0,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Vitinha,pt POR,FW,23-044,2.6,2,10,5,50.0,3.86,1.93,0.2,0.4,10.9,0.0,0,0,2.6,2.6,0.26,-0.6,-0.6,Matches
Luis Javier Suárez,co COL,FW,25-147,3.3,3,16,7,43.8,4.91,2.15,0.19,0.43,12.6,0.0,0,0,2.4,2.4,0.15,0.6,0.6,Matches
