Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Arkadiusz Milik,pl POL,FW,29-059,1.4,0,1,0,0.0,0.7,0.0,0.0,,7.8,0.0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Bamba Dieng,sn SEN,"FW,MF",23-036,2.2,1,11,5,45.5,5.1,2.32,0.09,0.2,12.5,0.0,0,0,1.5,1.5,0.14,-0.5,-0.5,Matches
Azzedine Ounahi,ma MAR,"MF,FW",23-009,1.3,1,3,2,66.7,2.23,1.49,0.33,0.5,21.0,1.0,0,0,0.7,0.7,0.22,0.3,0.3,Matches
Souleymane Touré,fr FRA,DF,20-031,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Cédric Bakambu,cd COD,MF,32-017,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Duje Ćaleta-Car,hr CRO,DF,26-223,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Salim Ben Seghir,fr FRA,MF,20-063,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.0,32.0,53,459,151,32.9,14.34,4.72,0.1,0.32,17.0,15.0,5,6,55.5,50.9,0.11,-2.5,-2.9,
Opponent Total,,,26.9,32.0,28,369,122,33.1,11.53,3.81,0.07,0.2,17.8,9.0,4,4,38.1,34.9,0.1,-10.1,-10.9,
Kevin Danso,at AUT,DF,24-221,32.0,1,24,4,16.7,0.75,0.12,0.04,0.25,14.9,0.0,0,0,2.5,2.4,0.1,-1.5,-1.4,Matches
Brice Samba,fr FRA,GK,29-003,32.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Seko Fofana,ci CIV,MF,27-356,29.1,4,69,19,27.5,2.37,0.65,0.04,0.16,19.8,0.0,1,2,7.8,6.2,0.09,-3.8,-3.2,Matches
Florian Sotoca,fr FRA,"MF,FW",32-185,28.8,6,78,27,34.6,2.71,0.94,0.06,0.19,15.5,0.0,1,3,9.8,7.5,0.1,-3.8,-2.5,Matches
Salis Abdul Samed,gh GHA,MF,23-033,28.2,1,13,4,30.8,0.46,0.14,0.08,0.25,19.1,0.0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
Facundo Medina,ar ARG,DF,23-335,25.9,2,16,4,25.0,0.62,0.15,0.13,0.5,15.0,0.0,0,0,2.3,2.3,0.14,-0.3,-0.3,Matches
Jonathan Gradit,fr FRA,DF,30-155,25.4,1,5,1,20.0,0.2,0.04,0.2,1.0,14.1,0.0,0,0,0.8,0.8,0.16,0.2,0.2,Matches
Przemysław Frankowski,pl POL,"DF,MF",28-016,26.5,4,26,6,23.1,0.98,0.23,0.08,0.33,21.6,1.0,2,2,3.3,1.7,0.06,0.7,0.3,Matches
Loïs Openda,be BEL,FW,23-071,22.7,17,86,41,47.7,3.79,1.81,0.2,0.41,12.8,0.0,0,0,15.2,15.2,0.18,1.8,1.8,Matches
Deiver Machado,co COL,"DF,MF",29-238,20.5,3,15,5,33.3,0.73,0.24,0.2,0.6,19.8,0.0,0,0,1.0,1.0,0.07,2.0,2.0,Matches
David Pereira da Costa,pt POR,"MF,FW",22-113,15.4,1,25,7,28.0,1.63,0.46,0.04,0.14,17.6,3.0,0,0,2.7,2.7,0.11,-1.7,-1.7,Matches
Massadio Haïdara,ml MLI,"DF,MF",30-147,15.5,0,10,0,0.0,0.65,0.0,0.0,,12.0,0.0,0,0,1.6,1.6,0.16,-1.6,-1.6,Matches
Adrien Thomasson,fr FRA,"MF,FW",29-139,9.6,3,13,5,38.5,1.36,0.52,0.23,0.6,13.2,0.0,0,0,2.1,2.1,0.16,0.9,0.9,Matches
Angelo Fulgini,fr FRA,"FW,MF",26-251,6.8,1,10,6,60.0,1.47,0.88,0.1,0.17,15.0,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
Wesley Saïd,fr FRA,"FW,MF",28-009,6.8,5,25,9,36.0,3.69,1.33,0.2,0.56,14.4,0.0,0,0,3.1,3.1,0.12,1.9,1.9,Matches
Jean Onana,cm CMR,MF,23-110,5.7,0,4,1,25.0,0.7,0.18,0.0,0.0,26.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Jimmy Cabot,fr FRA,"DF,MF",29-010,5.7,0,5,1,20.0,0.88,0.18,0.0,0.0,17.0,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Alexis Claude-Maurice,fr FRA,"MF,FW",24-326,5.8,3,11,6,54.5,1.88,1.03,0.27,0.5,17.9,0.0,0,0,1.1,1.1,0.1,1.9,1.9,Matches
Łukasz Poręba,pl POL,MF,23-046,2.8,0,3,0,0.0,1.08,0.0,0.0,,17.1,0.0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
Julien Le Cardinal,fr FRA,DF,25-268,1.6,0,5,2,40.0,3.04,1.22,0.0,0.0,9.6,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Rémy Labeau Lascary,gp GLP,"FW,MF",20-056,1.3,0,3,1,33.3,2.35,0.78,0.0,0.0,15.9,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
Ismaëlben Boura,fr FRA,"DF,FW",22-257,1.0,0,2,1,50.0,1.94,0.97,0.0,0.0,28.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Adam Buksa,pl POL,"FW,MF",26-290,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ignatius Ganago,cm CMR,FW,24-071,0.7,0,1,0,0.0,1.53,0.0,0.0,,23.1,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Patrick Berg,no NOR,"MF,FW",25-155,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gaël Kakuta,cd COD,FW,31-311,0.2,0,1,0,0.0,4.09,0.0,0.0,,29.8,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Steven Fortes,cv CPV,DF,31-011,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Christopher Wooh,cm CMR,MF,21-222,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.1,32.0,52,450,150,33.3,14.06,4.69,0.11,0.32,16.3,4.0,4,7,56.5,51.1,0.12,-4.5,-3.1,
Opponent Total,,,26.9,32.0,24,314,110,35.0,9.81,3.44,0.07,0.2,17.8,6.0,2,2,35.1,33.6,0.11,-11.1,-11.6,
Alexander Nübel,de GER,GK,26-210,32.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Axel Disasi,fr FRA,DF,25-048,31.0,3,18,5,27.8,0.58,0.16,0.17,0.6,14.5,0.0,0,1,3.0,2.2,0.12,0.0,0.8,Matches
Youssouf Fofana,fr FRA,MF,24-108,28.3,2,32,7,21.9,1.13,0.25,0.06,0.29,22.1,1.0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-271,27.1,1,10,6,60.0,0.37,0.22,0.1,0.17,21.1,2.0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-333,23.5,7,44,22,50.0,1.87,0.93,0.16,0.32,18.9,2.0,0,0,5.0,5.0,0.11,2.0,2.0,Matches
Wissam Ben Yedder,fr FRA,FW,32-259,20.0,17,56,32,57.1,2.8,1.6,0.23,0.41,13.9,1.0,4,5,14.7,10.7,0.2,2.3,2.3,Matches
Guillermo Maripán,cl CHI,DF,28-357,21.4,3,16,6,37.5,0.75,0.28,0.19,0.5,10.7,0.0,0,0,1.6,1.6,0.1,1.4,1.4,Matches
Mohamed Camara,ml MLI,MF,23-112,21.1,0,22,6,27.3,1.04,0.28,0.0,0.0,29.1,0.0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
Krépin Diatta,sn SEN,"MF,FW",24-062,21.1,4,39,18,46.2,1.85,0.85,0.1,0.22,15.0,0.0,0,0,4.6,4.6,0.12,-0.6,-0.6,Matches
Vanderson,br BRA,"DF,MF",21-311,19.9,1,22,6,27.3,1.11,0.3,0.05,0.17,19.8,0.0,0,0,2.2,2.2,0.1,-1.2,-1.2,Matches
Breel Embolo,ch SUI,FW,26-073,19.5,12,36,17,47.2,1.84,0.87,0.33,0.71,11.0,0.0,0,1,8.1,7.2,0.2,3.9,4.8,Matches
Ruben Aguilar,fr FRA,DF,30-002,10.1,0,3,2,66.7,0.3,0.2,0.0,0.0,14.9,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Eliesse Ben Seghir,fr FRA,"FW,MF",18-071,9.1,4,20,7,35.0,2.19,0.77,0.2,0.57,19.1,0.0,0,0,1.8,1.8,0.09,2.2,2.2,Matches
Eliot Matazo,be BEL,"MF,FW",21-072,10.3,1,4,3,75.0,0.39,0.29,0.25,0.33,22.9,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Benoît Badiashile,fr FRA,DF,22-033,9.3,2,5,3,60.0,0.54,0.32,0.4,0.67,16.0,0.0,0,0,0.6,0.6,0.13,1.4,1.4,Matches
Malang Sarr,fr FRA,DF,24-095,8.0,0,1,0,0.0,0.13,0.0,0.0,,12.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Takumi Minamino,jp JPN,"MF,FW",28-102,5.8,1,16,7,43.8,2.76,1.21,0.06,0.14,16.2,1.0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Ismail Jakobs,sn SEN,"DF,FW",23-254,8.9,0,11,5,45.5,1.24,0.56,0.0,0.0,15.4,1.0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Kevin Volland,de GER,"MF,FW",30-272,6.2,3,15,7,46.7,2.41,1.12,0.2,0.43,15.6,0.0,0,0,1.7,1.7,0.12,1.3,1.3,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21-062,3.4,0,1,1,100.0,0.29,0.29,0.0,0.0,8.4,0.0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
Gelson Martins,pt POR,"MF,FW",27-352,3.8,0,12,3,25.0,3.13,0.78,0.0,0.0,15.9,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Jean Lucas,br BRA,MF,24-310,3.2,0,5,3,60.0,1.55,0.93,0.0,0.0,18.3,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Chrislain Matsima,fr FRA,DF,20-348,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Myron Boadu,nl NED,FW,22-104,1.6,2,3,2,66.7,1.84,1.22,0.67,1.0,6.9,0.0,0,0,1.3,1.3,0.45,0.7,0.7,Matches
Sofiane Diop,fr FRA,MF,22-323,0.7,1,2,1,50.0,2.77,1.38,0.5,1.0,10.5,0.0,0,0,1.0,1.0,0.5,0.0,0.0,Matches
Edan Diop,fr FRA,"DF,FW",18-243,1.4,1,4,1,25.0,2.83,0.71,0.25,1.0,15.7,0.0,0,0,0.9,0.9,0.24,0.1,0.1,Matches
Soungoutou Magassa,ml MLI,MF,19-202,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.5,32.0,65,397,170,42.8,12.41,5.31,0.15,0.36,16.8,8.0,4,7,53.7,48.1,0.12,11.3,12.9,
Opponent Total,,,27.2,32.0,43,411,149,36.3,12.84,4.66,0.09,0.26,18.2,9.0,5,5,43.5,39.9,0.1,-0.5,-1.9,
Jonathan David,ca CAN,FW,23-104,29.4,21,87,40,46.0,2.96,1.36,0.16,0.35,15.6,0.0,7,8,20.4,14.3,0.17,0.6,-0.3,Matches
Angel Gomes,eng ENG,MF,22-240,27.4,2,48,14,29.2,1.75,0.51,0.02,0.07,23.2,3.0,1,1,4.2,3.4,0.07,-2.2,-2.4,Matches
Benjamin André,fr FRA,MF,32-268,27.3,1,19,4,21.1,0.7,0.15,0.05,0.25,16.5,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Lucas Chevalier,fr FRA,GK,21-173,26.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Jonathan Bamba,fr FRA,FW,27-033,25.1,5,60,21,35.0,2.39,0.84,0.08,0.24,15.9,0.0,0,0,6.7,6.7,0.12,-1.7,-1.7,Matches
José Fonte,pt POR,DF,39-127,24.8,1,12,2,16.7,0.48,0.08,0.08,0.5,13.1,0.0,0,0,1.3,1.3,0.12,-0.3,-0.3,Matches
Tiago Djaló,pt POR,DF,23-019,22.4,2,15,4,26.7,0.67,0.18,0.13,0.5,12.7,0.0,0,0,1.3,1.3,0.08,0.7,0.7,Matches
Bafodé Diakité,fr FRA,DF,22-112,23.5,2,13,5,38.5,0.55,0.21,0.15,0.4,11.2,0.0,0,0,1.1,1.1,0.09,0.9,0.9,Matches
Rémy Cabella,fr FRA,"MF,FW",33-051,22.9,6,38,21,55.3,1.66,0.92,0.16,0.29,14.5,7.0,0,0,6.3,6.3,0.17,-0.3,-0.3,Matches
Ismaily,br BRA,DF,33-107,17.6,2,13,6,46.2,0.74,0.34,0.15,0.33,17.4,0.0,0,0,1.2,1.2,0.09,0.8,0.8,Matches
André Gomes,pt POR,MF,29-272,16.5,1,16,3,18.8,0.97,0.18,0.06,0.33,21.4,0.0,0,0,0.9,0.9,0.05,0.1,0.1,Matches
Timothy Weah,us USA,"DF,FW",23-065,15.7,0,25,10,40.0,1.6,0.64,0.0,0.0,21.4,0.0,0,0,2.1,2.1,0.09,-2.1,-2.1,Matches
Alexsandro Ribeiro,br BRA,DF,23-262,12.9,3,14,6,42.9,1.08,0.46,0.21,0.5,9.3,0.0,0,0,1.7,1.7,0.12,1.3,1.3,Matches
Adam Ounas,dz ALG,FW,26-168,10.0,1,25,9,36.0,2.5,0.9,0.04,0.11,19.2,3.0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
Edon Zhegrova,xk KVX,"FW,DF",24-028,9.8,3,36,13,36.1,3.66,1.32,0.08,0.23,17.9,1.0,0,0,3.4,3.4,0.1,-0.4,-0.4,Matches
Gabriel Gudmundsson,se SWE,"DF,FW",23-364,7.3,0,6,1,16.7,0.82,0.14,0.0,0.0,22.1,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Leny Yoro,fr FRA,DF,17-166,6.5,0,2,0,0.0,0.31,0.0,0.0,,15.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Leonardo César Jardim,br BRA,GK,28-039,6.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches
Mohamed Lamine Bayo,gn GUI,"FW,MF",24-328,6.4,4,21,9,42.9,3.28,1.41,0.19,0.44,10.2,0.0,0,0,3.2,3.2,0.15,0.8,0.8,Matches
Akim Zedadka,dz ALG,"DF,MF",27-333,3.9,1,3,1,33.3,0.76,0.25,0.33,1.0,15.3,0.0,0,0,0.4,0.4,0.13,0.6,0.6,Matches
Carlos Baleba,cm CMR,MF,19-115,3.2,0,7,2,28.6,2.18,0.62,0.0,0.0,25.5,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Yusuf Yazıcı,tr TUR,MF,26-089,2.2,1,5,2,40.0,2.25,0.9,0.2,0.5,19.0,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Alan Virginius,fr FRA,FW,20-115,2.8,1,12,5,41.7,4.29,1.79,0.08,0.2,14.4,0.0,0,0,3.1,3.1,0.26,-2.1,-2.1,Matches
Jonas Martin,fr FRA,MF,33-019,2.2,0,1,0,0.0,0.46,0.0,0.0,,7.6,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Simon Ramet,fr FRA,DF,20-046,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.8,32.0,57,478,178,37.2,14.94,5.56,0.1,0.28,16.8,14.0,8,9,59.2,52.8,0.12,-2.2,-3.8,
Opponent Total,,,27.1,32.0,37,276,103,37.3,8.62,3.22,0.12,0.32,17.2,8.0,4,5,35.2,31.3,0.12,1.8,1.7,
Arthur Theate,be BEL,DF,22-338,30.9,3,24,7,29.2,0.78,0.23,0.13,0.43,11.2,0.0,0,0,3.7,3.7,0.16,-0.7,-0.7,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29-104,28.3,3,54,13,24.1,1.91,0.46,0.04,0.15,20.1,8.0,1,1,5.5,4.7,0.09,-2.5,-2.7,Matches
Steve Mandanda,fr FRA,GK,38-031,28.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Adrien Truffert,fr FRA,DF,21-159,21.7,0,10,3,30.0,0.46,0.14,0.0,0.0,21.3,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Amine Gouiri,fr FRA,"FW,MF",23-071,22.2,10,58,25,43.1,2.61,1.12,0.17,0.4,13.7,0.0,0,0,9.3,9.3,0.16,0.7,0.7,Matches
Hamari Traoré,ml MLI,DF,31-091,22.4,1,21,7,33.3,0.94,0.31,0.05,0.14,17.6,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Arnaud Kalimuendo,fr FRA,FW,21-098,18.5,7,38,20,52.6,2.05,1.08,0.18,0.35,14.2,0.0,0,0,6.1,6.1,0.17,0.9,0.9,Matches
Flavien Tait,fr FRA,MF,30-085,17.7,2,23,6,26.1,1.3,0.34,0.09,0.33,18.6,0.0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
Martin Terrier,fr FRA,"FW,MF",26-055,14.7,9,47,27,57.4,3.21,1.84,0.19,0.33,15.2,0.0,0,0,5.6,5.6,0.12,3.4,3.4,Matches
Baptiste Santamaria,fr FRA,MF,28-050,15.3,1,14,7,50.0,0.92,0.46,0.07,0.14,23.8,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Joe Rodon,wls WAL,DF,25-188,13.7,1,7,2,28.6,0.51,0.15,0.14,0.5,6.9,0.0,0,0,0.9,0.9,0.13,0.1,0.1,Matches
Chimuanya Ugochukwu,fr FRA,MF,19-033,13.8,0,6,1,16.7,0.44,0.07,0.0,0.0,18.4,0.0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
Lovro Majer,hr CRO,"MF,FW",25-101,13.2,1,23,5,21.7,1.75,0.38,0.0,0.0,21.4,4.0,1,1,2.4,1.6,0.07,-1.4,-1.6,Matches
Désiré Doué,fr FRA,"MF,FW",17-329,12.2,3,21,6,28.6,1.72,0.49,0.14,0.5,21.0,0.0,0,0,1.6,1.6,0.07,1.4,1.4,Matches
Christopher Wooh,cm CMR,DF,21-222,10.2,0,5,0,0.0,0.49,0.0,0.0,,8.9,0.0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
Warmed Omari,fr FRA,DF,23-005,10.1,0,2,1,50.0,0.2,0.1,0.0,0.0,6.9,0.0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
Birger Meling,no NOR,DF,28-132,12.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeremy Doku,be BEL,"MF,FW",20-336,8.8,3,18,8,44.4,2.05,0.91,0.17,0.38,16.4,0.0,0,0,2.0,2.0,0.11,1.0,1.0,Matches
Karl Toko Ekambi,cm CMR,"MF,FW",30-226,6.9,1,16,3,18.8,2.32,0.43,0.06,0.33,13.5,0.0,0,0,2.2,2.2,0.14,-1.2,-1.2,Matches
Djed Spence,eng ENG,DF,22-262,6.4,0,3,1,33.3,0.47,0.16,0.0,0.0,14.0,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Xeka,pt POR,MF,28-169,6.1,0,5,0,0.0,0.82,0.0,0.0,,22.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Doğan Alemdar,tr TUR,GK,20-181,3.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gaëtan Laborde,fr FRA,FW,28-360,2.8,2,11,6,54.5,3.98,2.17,0.18,0.33,13.2,0.0,0,0,1.7,1.7,0.16,0.3,0.3,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-072,3.6,1,13,3,23.1,3.59,0.83,0.08,0.33,17.6,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
Lorenz Assignon,tg TOG,DF,22-310,2.2,0,3,1,33.3,1.39,0.46,0.0,0.0,14.7,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Ibrahim Salah,ma MAR,"FW,MF",21-241,1.9,0,4,2,50.0,2.11,1.05,0.0,0.0,18.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Jeanöel Belocian,fr FRA,DF,18-070,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Loïc Bade,fr FRA,DF,23-017,1.0,0,2,0,0.0,2.0,0.0,0.0,,8.7,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
Matthis Abline,fr FRA,"FW,MF",20-031,1.2,1,6,2,33.3,5.05,1.68,0.17,0.5,12.2,0.0,0,0,0.8,0.8,0.13,0.2,0.2,Matches
Sehrou Guirassy,gn GUI,MF,27-047,0.3,0,2,1,50.0,7.83,3.91,0.0,0.0,10.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Alan Do Marcolino,ga GAB,FW,21-040,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Guela Doué,fr FRA,"FW,MF",20-193,0.1,0,1,0,0.0,7.5,0.0,0.0,,31.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Squad Total,,,25.9,32.0,49,437,157,35.9,13.66,4.91,0.11,0.3,16.5,12.0,2,2,49.7,48.1,0.11,-0.7,-1.1,
Opponent Total,,,27.0,32.0,33,326,109,33.4,10.19,3.41,0.1,0.29,17.1,8.0,1,3,38.9,36.6,0.12,-5.9,-4.6,
Nicolás Tagliafico,ar ARG,DF,30-240,28.7,1,18,5,27.8,0.63,0.17,0.06,0.2,15.6,0.0,0,0,2.2,1.7,0.1,-1.2,-0.7,Matches
Castello Lukeba,fr FRA,DF,20-132,28.2,1,10,4,40.0,0.35,0.14,0.1,0.25,10.9,0.0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Alexandre Lacazette,fr FRA,FW,31-335,26.5,20,82,37,45.1,3.09,1.39,0.18,0.41,14.2,6.0,5,6,18.1,13.4,0.16,1.9,1.6,Matches
Anthony Lopes,pt POR,GK,32-209,25.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Maxence Caqueret,fr FRA,MF,23-072,25.1,1,22,9,40.9,0.88,0.36,0.05,0.11,19.3,2.0,0,0,2.1,2.1,0.1,-1.1,-1.1,Matches
Johann Lepenant,fr FRA,MF,20-188,20.2,1,17,1,5.9,0.84,0.05,0.06,1.0,24.2,0.0,0,0,0.8,0.8,0.05,0.2,0.2,Matches
Thiago Mendes,br BRA,"MF,DF",31-044,19.9,1,13,3,23.1,0.65,0.15,0.08,0.33,25.3,2.0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Corentin Tolisso,fr FRA,MF,28-268,17.9,1,17,6,35.3,0.95,0.34,0.06,0.17,21.8,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Sinaly Diomande,ci CIV,DF,22-019,17.7,0,7,1,14.3,0.39,0.06,0.0,0.0,14.1,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Malo Gusto,fr FRA,DF,19-344,16.1,0,7,3,42.9,0.43,0.19,0.0,0.0,20.9,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Rayan Cherki,fr FRA,"MF,FW",19-254,16.1,3,42,14,33.3,2.61,0.87,0.07,0.21,18.5,3.0,0,0,3.5,3.5,0.08,-0.5,-0.5,Matches
Karl Toko Ekambi,cm CMR,"FW,MF",30-226,15.0,4,41,19,46.3,2.73,1.26,0.1,0.21,14.7,0.0,0,0,4.4,4.4,0.11,-0.4,-0.4,Matches
Dejan Lovren,hr CRO,DF,33-297,13.7,0,11,2,18.2,0.8,0.15,0.0,0.0,13.2,1.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Tetê,br BRA,"FW,MF",23-072,12.3,6,30,13,43.3,2.44,1.06,0.2,0.46,16.5,1.0,0,0,4.2,4.2,0.14,1.8,1.8,Matches
Bradley Barcola,fr FRA,"FW,MF",20-238,11.3,5,21,10,47.6,1.86,0.89,0.24,0.5,13.2,0.0,0,0,2.7,2.7,0.13,2.3,2.3,Matches
Sael Kumbedi,fr FRA,DF,18-033,10.2,0,5,2,40.0,0.49,0.2,0.0,0.0,22.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Moussa Dembélé,fr FRA,"FW,MF",26-290,9.6,3,28,13,46.4,2.92,1.36,0.11,0.23,13.3,0.0,0,0,3.8,3.8,0.14,-0.8,-0.8,Matches
Rémy Riou,fr FRA,GK,35-265,6.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Houssem Aouar,fr FRA,MF,24-302,5.3,1,11,4,36.4,2.08,0.75,0.09,0.25,16.0,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches
Amin Sarr,se SWE,FW,22-048,4.8,1,4,3,75.0,0.83,0.62,0.25,0.33,11.9,0.0,0,0,1.2,1.2,0.29,-0.2,-0.2,Matches
Jérôme Boateng,de GER,DF,34-237,3.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Damien Da Silva,fr FRA,DF,34-346,3.8,0,2,0,0.0,0.53,0.0,0.0,,13.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Romain Faivre,fr FRA,MF,24-288,3.3,0,5,2,40.0,1.5,0.6,0.0,0.0,23.6,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Henrique,br BRA,DF,29-003,2.5,0,1,0,0.0,0.41,0.0,0.0,,27.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Lucas Paquetá,br BRA,MF,25-244,1.8,0,5,1,20.0,2.83,0.57,0.0,0.0,15.1,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Jeff Reine-Adélaïde,fr FRA,MF,25-101,3.7,0,10,7,70.0,2.68,1.87,0.0,0.0,20.0,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Jefferson,br BRA,FW,23-119,1.8,0,4,1,25.0,2.28,0.57,0.0,0.0,22.6,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Mohamed El Arouch,fr FRA,MF,19-022,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.3,32.0,49,413,160,38.7,12.91,5.0,0.11,0.28,16.6,15.0,5,6,49.3,44.6,0.11,-0.3,-0.6,
