Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Yunis Abdelhamid,ma MAR,DF,35-212,32.0,74.0,43,43.0,29.0,2.0,34.0,44.0,77.3,10.0,59.0,23.0,36.0,56,130.0,108.0,1.0,Matches
Folarin Balogun,eng ENG,FW,21-299,27.4,6.0,3,0.0,4.0,2.0,1.0,14.0,7.1,13.0,19.0,1.0,18.0,2,8.0,12.0,0.0,Matches
Junya Ito,jp JPN,FW,30-050,26.4,36.0,18,13.0,13.0,10.0,13.0,46.0,28.3,33.0,26.0,1.0,25.0,8,44.0,4.0,1.0,Matches
Yehvann Diouf,fr FRA,GK,23-163,25.0,2.0,0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1,3.0,11.0,5.0,Matches
Marshall Munetsi,zw ZIM,MF,26-310,24.1,49.0,23,10.0,26.0,13.0,17.0,42.0,40.5,25.0,29.0,7.0,22.0,22,71.0,37.0,1.0,Matches
Azor Matusiwa,nl NED,MF,25-000,23.0,62.0,40,29.0,26.0,7.0,32.0,50.0,64.0,18.0,30.0,9.0,21.0,39,101.0,41.0,0.0,Matches
Emmanuel Agbadou,ci CIV,DF,25-315,22.9,59.0,39,43.0,14.0,2.0,33.0,51.0,64.7,18.0,28.0,13.0,15.0,31,90.0,97.0,3.0,Matches
Alexis Flips,fr FRA,"FW,DF",23-100,17.7,39.0,23,13.0,15.0,11.0,19.0,49.0,38.8,30.0,31.0,5.0,26.0,23,62.0,11.0,0.0,Matches
Thibault De Smet,be BEL,DF,24-327,16.6,22.0,16,8.0,14.0,0.0,11.0,35.0,31.4,24.0,25.0,5.0,20.0,18,40.0,35.0,0.0,Matches
Thomas Foket,be BEL,DF,28-215,16.4,30.0,19,14.0,10.0,6.0,15.0,36.0,41.7,21.0,15.0,6.0,9.0,27,57.0,21.0,2.0,Matches
Dion Lopy,sn SEN,MF,21-085,14.0,39.0,20,20.0,13.0,6.0,22.0,58.0,37.9,36.0,26.0,3.0,23.0,21,60.0,18.0,0.0,Matches
Banzouzi Locko,fr FRA,DF,20-357,11.8,31.0,16,21.0,4.0,6.0,15.0,27.0,55.6,12.0,17.0,4.0,13.0,20,51.0,21.0,0.0,Matches
Andrew Gravillon,gp GLP,DF,25-079,11.5,16.0,8,9.0,6.0,1.0,8.0,13.0,61.5,5.0,18.0,9.0,9.0,21,37.0,36.0,0.0,Matches
Arber Zeneli,xk KVX,"FW,MF",28-062,10.9,9.0,3,3.0,3.0,3.0,5.0,12.0,41.7,7.0,8.0,0.0,8.0,2,11.0,2.0,0.0,Matches
Kamory Doumbia,ml MLI,MF,20-069,11.0,24.0,12,6.0,12.0,6.0,10.0,31.0,32.3,21.0,13.0,1.0,12.0,12,36.0,1.0,0.0,Matches
Jens Cajuste,se SWE,MF,23-261,12.8,44.0,23,24.0,13.0,7.0,23.0,43.0,53.5,20.0,24.0,5.0,19.0,15,59.0,16.0,0.0,Matches
Maxime Busi,be BEL,DF,23-196,8.5,18.0,14,9.0,8.0,1.0,11.0,23.0,47.8,12.0,10.0,4.0,6.0,10,28.0,17.0,0.0,Matches
Patrick Pentz,at AUT,GK,26-116,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Mitchell van Bergen,nl NED,"FW,DF",23-244,10.0,16.0,8,5.0,7.0,4.0,7.0,19.0,36.8,12.0,8.0,2.0,6.0,6,22.0,11.0,0.0,Matches
Check Keita,fr FRA,DF,20-026,5.9,5.0,3,3.0,2.0,0.0,1.0,5.0,20.0,4.0,4.0,3.0,1.0,4,9.0,21.0,1.0,Matches
Wout Faes,be BEL,DF,25-025,3.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,3.0,3.0,7,8.0,19.0,0.0,Matches
Myziane Maolida,fr FRA,"MF,FW",24-073,2.2,5.0,2,1.0,3.0,1.0,3.0,10.0,30.0,7.0,1.0,0.0,1.0,2,7.0,0.0,0.0,Matches
Noah Holm,no NOR,"FW,MF",21-340,2.2,6.0,4,2.0,2.0,2.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,0,6.0,5.0,0.0,Matches
Ibrahim Diakité,gn GUI,DF,19-179,1.5,3.0,3,3.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,5,8.0,6.0,0.0,Matches
El Bilal Touré,ml MLI,FW,21-207,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,1.0,0.0,Matches
Valentin Atangana Edoa,fr FRA,MF,17-246,0.8,4.0,2,1.0,1.0,2.0,3.0,5.0,60.0,2.0,2.0,1.0,1.0,0,4.0,0.0,0.0,Matches
Kaj Sierhuis,nl NED,"FW,MF",25-001,1.3,2.0,2,1.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0,2.0,2.0,0.0,Matches
Martin Adeline,fr FRA,"MF,FW",19-147,1.2,3.0,3,2.0,1.0,0.0,3.0,4.0,75.0,1.0,3.0,1.0,2.0,3,6.0,3.0,0.0,Matches
Nathanael Mbuku,fr FRA,"FW,MF",21-043,0.7,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Rafik Guitane,fr FRA,FW,23-337,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Squad Total,,,25.6,32.0,607.0,349,288.0,226.0,93.0,294.0,635.0,46.3,341.0,406.0,106.0,300.0,355,962.0,558.0,14.0,
Opponent Total,,,27.1,32.0,641.0,377,300.0,256.0,85.0,311.0,598.0,52.0,287.0,370.0,103.0,267.0,420,1061.0,578.0,12.0,
Mory Diaw,sn SEN,GK,29-310,32.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2,2.0,12.0,4.0,Matches
Mateusz Wieteska,pl POL,DF,26-076,30.8,35.0,19,24.0,11.0,0.0,15.0,29.0,51.7,14.0,37.0,22.0,15.0,53,88.0,92.0,4.0,Matches
Neto Borges,br BRA,DF,26-227,26.5,70.0,43,43.0,19.0,8.0,42.0,68.0,61.8,26.0,39.0,10.0,29.0,36,106.0,52.0,1.0,Matches
Johan Gastien,fr FRA,MF,35-093,22.9,52.0,30,26.0,20.0,6.0,34.0,89.0,38.2,55.0,27.0,6.0,21.0,27,79.0,21.0,1.0,Matches
Alidu Seidu,gh GHA,DF,22-328,22.3,42.0,24,29.0,10.0,3.0,27.0,41.0,65.9,14.0,22.0,13.0,9.0,40,82.0,43.0,2.0,Matches
Yohann Magnin,fr FRA,"MF,DF",25-311,23.4,79.0,48,32.0,40.0,7.0,46.0,93.0,49.5,47.0,44.0,11.0,33.0,21,100.0,43.0,0.0,Matches
Jim Allevinah,ga GAB,"DF,FW",28-060,21.7,36.0,23,21.0,11.0,4.0,16.0,55.0,29.1,39.0,22.0,1.0,21.0,19,55.0,22.0,1.0,Matches
Elba Rashani,xk KVX,"MF,FW",29-354,19.2,28.0,18,9.0,15.0,4.0,8.0,26.0,30.8,18.0,18.0,2.0,16.0,19,47.0,14.0,0.0,Matches
Saîf-Eddine Khaoui,tn TUN,MF,28-001,19.6,37.0,21,12.0,19.0,6.0,11.0,40.0,27.5,29.0,16.0,2.0,14.0,28,65.0,7.0,0.0,Matches
Grejohn Kyei,fr FRA,FW,27-259,19.6,13.0,4,1.0,8.0,4.0,3.0,8.0,37.5,5.0,11.0,2.0,9.0,3,16.0,15.0,0.0,Matches
Muhammed Saracevic Cham,at AUT,MF,22-214,18.8,29.0,15,14.0,4.0,11.0,12.0,32.0,37.5,20.0,12.0,0.0,12.0,6,35.0,5.0,0.0,Matches
Maximiliano Caufriez,be BEL,DF,26-071,18.7,27.0,15,22.0,5.0,0.0,16.0,22.0,72.7,6.0,26.0,12.0,14.0,28,55.0,58.0,0.0,Matches
Komnen Andrić,rs SRB,FW,27-301,15.3,13.0,5,2.0,7.0,4.0,2.0,15.0,13.3,13.0,7.0,1.0,6.0,8,21.0,11.0,0.0,Matches
Maxime Gonalons,fr FRA,MF,34-049,13.2,37.0,23,17.0,17.0,3.0,15.0,39.0,38.5,24.0,15.0,1.0,14.0,14,51.0,5.0,1.0,Matches
Florent Ogier,fr FRA,DF,34-038,15.9,28.0,13,16.0,11.0,1.0,17.0,33.0,51.5,16.0,18.0,10.0,8.0,15,43.0,49.0,1.0,Matches
Jérémie Bela,ao ANG,"DF,MF",30-020,8.0,6.0,4,2.0,1.0,3.0,3.0,4.0,75.0,1.0,10.0,1.0,9.0,9,15.0,8.0,0.0,Matches
Cheick Konaté,ci CIV,DF,19-056,6.2,19.0,12,10.0,7.0,2.0,13.0,22.0,59.1,9.0,7.0,1.0,6.0,13,32.0,8.0,1.0,Matches
Aïman Maurer,ma MAR,MF,18-215,4.7,2.0,1,1.0,1.0,0.0,1.0,9.0,11.1,8.0,0.0,0.0,0.0,2,4.0,5.0,0.0,Matches
Mehdi Zeffane,dz ALG,"DF,FW",30-344,3.7,3.0,1,2.0,1.0,0.0,1.0,9.0,11.1,8.0,8.0,4.0,4.0,14,17.0,6.0,0.0,Matches
Jodel Dossou,bj BEN,"MF,DF",31-042,2.9,7.0,4,3.0,2.0,2.0,4.0,4.0,100.0,0.0,2.0,1.0,1.0,1,8.0,0.0,0.0,Matches
Arial Mendy,sn SEN,DF,28-172,2.5,4.0,2,3.0,0.0,1.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,4,8.0,4.0,0.0,Matches
Baila Diallo,fr FRA,"DF,MF",21-308,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,Matches
Yanis Massolin,fr FRA,MF,20-220,0.7,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,4.0,0.0,0.0,Matches
Brandon Baiye,be BEL,MF,22-122,0.6,3.0,2,2.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1,4.0,3.0,0.0,Matches
Souleymane Cissé,fr FRA,DF,20-263,0.4,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1,2.0,2.0,0.0,Matches
Jason Berthomier,fr FRA,MF,33-112,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Jean-Claude Billong,cm CMR,MF,29-121,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,Matches
Squad Total,,,27.9,32.0,574.0,329,294.0,210.0,70.0,291.0,649.0,44.8,358.0,348.0,103.0,245.0,367,941.0,486.0,16.0,
Opponent Total,,,27.1,32.0,564.0,317,200.0,262.0,102.0,271.0,560.0,48.4,289.0,367.0,83.0,284.0,374,938.0,469.0,10.0,
Dante,br BRA,DF,39-192,30.7,49.0,28,30.0,15.0,4.0,22.0,38.0,57.9,16.0,45.0,28.0,17.0,42,91.0,107.0,1.0,Matches
Kasper Schmeichel,dk DEN,GK,36-174,30.0,1.0,0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1,2.0,8.0,1.0,Matches
Jean-Clair Todibo,fr FRA,DF,23-119,27.9,68.0,45,48.0,17.0,3.0,36.0,51.0,70.6,15.0,38.0,17.0,21.0,37,105.0,101.0,2.0,Matches
Khéphren Thuram-Ulie,fr FRA,MF,22-033,25.8,49.0,24,22.0,22.0,5.0,19.0,40.0,47.5,21.0,29.0,10.0,19.0,35,84.0,30.0,0.0,Matches
Melvin Bard,fr FRA,DF,22-173,22.8,80.0,51,51.0,24.0,5.0,49.0,73.0,67.1,24.0,30.0,2.0,28.0,47,127.0,31.0,1.0,Matches
Gaëtan Laborde,fr FRA,FW,28-360,21.8,33.0,16,9.0,14.0,10.0,12.0,26.0,46.2,14.0,22.0,2.0,20.0,9,42.0,11.0,0.0,Matches
Jordan Lotomba,ch SUI,DF,24-211,21.8,48.0,30,26.0,18.0,4.0,26.0,36.0,72.2,10.0,32.0,8.0,24.0,28,76.0,41.0,0.0,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-334,16.6,25.0,13,14.0,5.0,6.0,11.0,25.0,44.0,14.0,17.0,0.0,17.0,3,28.0,1.0,0.0,Matches
Aaron Ramsey,wls WAL,MF,32-123,15.8,45.0,23,18.0,17.0,10.0,15.0,35.0,42.9,20.0,22.0,4.0,18.0,17,62.0,17.0,1.0,Matches
Hicham Boudaoui,dz ALG,MF,23-217,15.4,52.0,24,27.0,21.0,4.0,27.0,38.0,71.1,11.0,23.0,5.0,18.0,29,81.0,12.0,0.0,Matches
Pablo Rosario,nl NED,"MF,DF",26-111,15.6,33.0,19,16.0,13.0,4.0,14.0,25.0,56.0,11.0,12.0,5.0,7.0,19,52.0,27.0,1.0,Matches
Sofiane Diop,fr FRA,"MF,FW",22-323,11.2,18.0,10,8.0,6.0,4.0,6.0,15.0,40.0,9.0,13.0,2.0,11.0,11,29.0,4.0,0.0,Matches
Mario Lemina,ga GAB,"MF,DF",29-239,9.3,32.0,21,11.0,14.0,7.0,12.0,18.0,66.7,6.0,13.0,5.0,8.0,11,43.0,20.0,0.0,Matches
Terem Moffi,ng NGA,FW,23-338,8.8,3.0,2,0.0,1.0,2.0,0.0,7.0,0.0,7.0,2.0,0.0,2.0,0,3.0,2.0,0.0,Matches
Andy Delort,dz ALG,FW,31-201,8.7,2.0,0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,7.0,0.0,Matches
Ross Barkley,eng ENG,"MF,FW",29-144,9.1,12.0,6,6.0,2.0,4.0,6.0,10.0,60.0,4.0,7.0,2.0,5.0,6,18.0,6.0,0.0,Matches
Youcef Atal,dz ALG,"DF,MF",26-346,7.1,34.0,19,16.0,14.0,4.0,21.0,27.0,77.8,6.0,6.0,0.0,6.0,11,45.0,11.0,0.0,Matches
Mattia Viti,it ITA,DF,21-094,7.0,4.0,2,1.0,1.0,2.0,2.0,5.0,40.0,3.0,9.0,3.0,6.0,8,12.0,22.0,0.0,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24-183,6.3,13.0,9,8.0,5.0,0.0,6.0,11.0,54.5,5.0,8.0,5.0,3.0,12,25.0,22.0,1.0,Matches
Antoine Mendy,fr FRA,DF,18-336,5.3,21.0,12,15.0,5.0,1.0,8.0,14.0,57.1,6.0,6.0,1.0,5.0,2,23.0,14.0,0.0,Matches
Badredine Bouanani,dz ALG,"FW,MF",18-141,5.7,8.0,5,1.0,5.0,2.0,4.0,8.0,50.0,4.0,2.0,0.0,2.0,0,8.0,0.0,0.0,Matches
Alexis Beka Beka,fr FRA,"MF,DF",22-030,4.4,11.0,4,5.0,6.0,0.0,2.0,10.0,20.0,8.0,6.0,1.0,5.0,10,21.0,2.0,0.0,Matches
Bilal Brahimi,dz ALG,"FW,MF",23-045,7.3,5.0,3,1.0,3.0,1.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,3,8.0,0.0,0.0,Matches
Ayoub Amraoui,ma MAR,"DF,FW",18-349,3.1,5.0,4,3.0,2.0,0.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,4,9.0,4.0,0.0,Matches
Amine Gouiri,fr FRA,"FW,MF",23-071,2.5,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,3.0,0.0,Matches
Calvin Stengs,nl NED,FW,24-131,2.4,2.0,2,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Marcin Bułka,pl POL,GK,23-206,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
Joe Bryan,eng ENG,"MF,DF",29-223,2.0,5.0,4,3.0,2.0,0.0,4.0,4.0,100.0,0.0,2.0,0.0,2.0,1,6.0,1.0,0.0,Matches
Rareş Ilie,ro ROU,"MF,FW",20-009,1.6,3.0,3,0.0,1.0,2.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,1,4.0,1.0,0.0,Matches
Reda Belahyane,fr FRA,MF,18-331,1.1,5.0,3,3.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,1,6.0,0.0,0.0,Matches
Flavius Daniliuc,at AUT,DF,22-001,1.0,2.0,0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,1.0,3.0,0,2.0,1.0,0.0,Matches
Alexis Claude-Maurice,fr FRA,FW,24-326,0.7,3.0,2,2.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2,5.0,1.0,0.0,Matches
Squad Total,,,27.3,32.0,672.0,385,350.0,237.0,85.0,315.0,546.0,57.7,231.0,360.0,102.0,258.0,352,1024.0,507.0,8.0,
Opponent Total,,,27.2,32.0,594.0,350,272.0,217.0,105.0,269.0,593.0,45.4,324.0,349.0,91.0,258.0,317,911.0,511.0,11.0,
Montassar Talbi,tn TUN,DF,24-337,32.0,43.0,19,34.0,9.0,0.0,19.0,28.0,67.9,9.0,39.0,25.0,14.0,30,73.0,150.0,3.0,Matches
Vincent Le Goff,fr FRA,DF,33-195,31.0,65.0,27,47.0,15.0,3.0,40.0,56.0,71.4,16.0,24.0,5.0,19.0,33,98.0,91.0,1.0,Matches
Enzo Le Fée,fr FRA,MF,23-084,27.7,93.0,56,46.0,35.0,12.0,35.0,95.0,36.8,60.0,44.0,5.0,39.0,29,122.0,34.0,1.0,Matches
Gedeon Kalulu,cd COD,DF,25-242,22.3,55.0,30,36.0,12.0,7.0,26.0,41.0,63.4,15.0,28.0,2.0,26.0,27,82.0,64.0,1.0,Matches
Laurent Abergel,fr FRA,MF,30-086,20.1,75.0,43,49.0,24.0,2.0,29.0,66.0,43.9,37.0,34.0,6.0,28.0,22,97.0,30.0,0.0,Matches
Julien Ponceau,fr FRA,MF,22-151,18.3,27.0,19,10.0,13.0,4.0,10.0,32.0,31.3,22.0,27.0,3.0,24.0,14,41.0,12.0,0.0,Matches
Dango Ouattara,bf BFA,"FW,MF",21-076,17.2,41.0,26,20.0,11.0,10.0,15.0,28.0,53.6,13.0,24.0,6.0,18.0,19,60.0,21.0,0.0,Matches
Julien Laporte,fr FRA,DF,29-175,17.1,21.0,15,17.0,3.0,1.0,16.0,22.0,72.7,6.0,29.0,25.0,4.0,18,39.0,108.0,2.0,Matches
Vito Mannone,it ITA,GK,35-057,17.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.0,3.0,Matches
Terem Moffi,ng NGA,FW,23-338,15.4,8.0,5,1.0,4.0,3.0,3.0,5.0,60.0,2.0,11.0,3.0,8.0,3,11.0,10.0,0.0,Matches
Yvon Mvogo,ch SUI,GK,28-326,14.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,2.0,4.0,2.0,Matches
Théo Le Bris,fr FRA,"MF,DF",20-209,14.1,28.0,17,16.0,10.0,2.0,15.0,32.0,46.9,17.0,18.0,1.0,17.0,16,44.0,19.0,0.0,Matches
Stéphane Diarra,fr FRA,"FW,MF",24-140,11.8,25.0,17,14.0,9.0,2.0,11.0,29.0,37.9,18.0,13.0,1.0,12.0,22,47.0,9.0,0.0,Matches
Bamo Meïté,ci CIV,DF,21-312,12.8,11.0,4,10.0,0.0,1.0,4.0,11.0,36.4,7.0,29.0,21.0,8.0,9,20.0,57.0,0.0,Matches
Yoann Cathline,fr FRA,"FW,MF",20-280,10.9,18.0,11,7.0,6.0,5.0,5.0,12.0,41.7,7.0,10.0,1.0,9.0,7,25.0,14.0,1.0,Matches
Bonke Innocent,ng NGA,MF,27-098,10.6,25.0,14,13.0,11.0,1.0,10.0,31.0,32.3,21.0,19.0,4.0,15.0,22,47.0,26.0,0.0,Matches
Jean-Victor Makengo,fr FRA,MF,24-320,9.3,13.0,6,5.0,8.0,0.0,6.0,18.0,33.3,12.0,6.0,4.0,2.0,10,23.0,12.0,1.0,Matches
Ibrahima Koné,ml MLI,FW,23-316,12.3,12.0,6,2.0,7.0,3.0,4.0,9.0,44.4,5.0,11.0,0.0,11.0,3,15.0,10.0,0.0,Matches
Bamba Dieng,sn SEN,FW,23-036,7.7,18.0,10,5.0,12.0,1.0,3.0,11.0,27.3,8.0,6.0,0.0,6.0,2,20.0,6.0,0.0,Matches
Romain Faivre,fr FRA,"MF,FW",24-288,8.0,10.0,6,2.0,4.0,4.0,3.0,14.0,21.4,11.0,8.0,0.0,8.0,1,11.0,3.0,0.0,Matches
Igor Carioca,br BRA,DF,26-250,5.1,18.0,11,12.0,2.0,4.0,12.0,21.0,57.1,9.0,7.0,0.0,7.0,5,23.0,17.0,0.0,Matches
Darlin Yongwa,cm CMR,"DF,FW",22-218,4.1,4.0,4,2.0,2.0,0.0,1.0,6.0,16.7,5.0,3.0,1.0,2.0,4,8.0,6.0,0.0,Matches
Armand Lauriente,fr FRA,FW,24-145,3.0,8.0,7,3.0,4.0,1.0,3.0,7.0,42.9,4.0,5.0,1.0,4.0,4,12.0,1.0,0.0,Matches
Chrislain Matsima,fr FRA,"DF,MF",20-348,2.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,2,2.0,7.0,0.0,Matches
Adil Aouchiche,fr FRA,MF,20-287,2.8,5.0,2,3.0,1.0,1.0,1.0,9.0,11.1,8.0,1.0,0.0,1.0,4,9.0,1.0,0.0,Matches
Quentin Boisgard,fr FRA,MF,26-042,2.0,6.0,2,1.0,4.0,1.0,3.0,4.0,75.0,1.0,3.0,1.0,2.0,4,10.0,2.0,0.0,Matches
Ckene Doucouré,km COM,"FW,MF",21-020,1.3,2.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,Matches
Adrian Grbić,at AUT,"MF,FW",26-267,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,0.0,0.0,0.0,Matches
Squad Total,,,25.9,32.0,631.0,359,357.0,206.0,68.0,275.0,589.0,46.7,314.0,405.0,118.0,287.0,313,944.0,718.0,15.0,
Opponent Total,,,27.1,32.0,604.0,373,275.0,226.0,103.0,324.0,664.0,48.8,340.0,359.0,98.0,261.0,338,942.0,449.0,11.0,
Maxime Dupé,fr FRA,GK,30-055,32.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,8.0,3.0,Matches
Anthony Rouault,fr FRA,DF,21-334,31.8,60.0,35,49.0,9.0,2.0,28.0,53.0,52.8,25.0,48.0,23.0,25.0,53,113.0,115.0,4.0,Matches
Stijn Spierings,nl NED,MF,27-047,31.1,82.0,56,31.0,46.0,5.0,40.0,93.0,43.0,53.0,46.0,11.0,35.0,47,129.0,43.0,0.0,Matches
Rasmus Nicolaisen,dk DEN,DF,26-043,29.3,43.0,19,31.0,12.0,0.0,26.0,39.0,66.7,13.0,48.0,39.0,9.0,45,88.0,135.0,0.0,Matches
Branco van den Boomen,nl NED,MF,27-281,29.1,66.0,33,25.0,31.0,10.0,34.0,83.0,41.0,49.0,27.0,4.0,23.0,10,76.0,27.0,2.0,Matches
Zakaria Aboukhlal,ma MAR,"FW,MF",23-069,24.7,27.0,20,12.0,6.0,9.0,10.0,39.0,25.6,29.0,15.0,1.0,14.0,21,48.0,22.0,0.0,Matches
Thijs Dallinga,nl NED,FW,22-268,22.1,8.0,6,2.0,2.0,4.0,1.0,10.0,10.0,9.0,14.0,3.0,11.0,3,11.0,18.0,0.0,Matches
Brecht Dejaegere,be BEL,MF,31-334,18.0,35.0,21,8.0,17.0,10.0,14.0,47.0,29.8,33.0,22.0,5.0,17.0,13,48.0,10.0,0.0,Matches
Mikkel Desler,dk DEN,DF,28-068,21.4,61.0,31,32.0,21.0,8.0,37.0,58.0,63.8,21.0,33.0,5.0,28.0,33,94.0,40.0,1.0,Matches
Rafael Ratão,br BRA,FW,27-149,16.7,41.0,32,21.0,15.0,5.0,20.0,54.0,37.0,34.0,30.0,0.0,30.0,19,60.0,6.0,0.0,Matches
Fares Chaïbi,dz ALG,"FW,MF",20-151,21.5,30.0,17,8.0,15.0,7.0,17.0,48.0,35.4,31.0,29.0,4.0,25.0,19,49.0,29.0,1.0,Matches
Issiaga Sylla,gn GUI,DF,29-117,15.2,28.0,15,14.0,9.0,5.0,15.0,34.0,44.1,19.0,15.0,5.0,10.0,38,66.0,38.0,0.0,Matches
Moussa Diarra,ml MLI,DF,22-169,11.8,19.0,9,9.0,8.0,2.0,8.0,14.0,57.1,6.0,23.0,8.0,15.0,17,36.0,22.0,1.0,Matches
Gabriel Suazo,cl CHI,DF,25-262,9.8,27.0,16,14.0,11.0,2.0,20.0,45.0,44.4,25.0,15.0,4.0,11.0,19,46.0,19.0,1.0,Matches
Ado Onaiwu,jp JPN,FW,27-171,9.9,9.0,5,2.0,4.0,3.0,4.0,12.0,33.3,8.0,5.0,1.0,4.0,1,10.0,4.0,0.0,Matches
Waren Kamanzi,no NOR,DF,22-168,4.1,12.0,6,8.0,3.0,1.0,9.0,13.0,69.2,4.0,5.0,2.0,3.0,5,17.0,3.0,0.0,Matches
Denis Genreau,au AUS,MF,23-342,4.4,26.0,10,14.0,8.0,4.0,8.0,19.0,42.1,11.0,12.0,1.0,11.0,6,32.0,9.0,0.0,Matches
Kévin Keben Biakolo,cm CMR,DF,19-092,3.4,3.0,2,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4,7.0,8.0,0.0,Matches
Vincent Sierro,ch SUI,"MF,FW",27-202,3.3,10.0,6,5.0,5.0,0.0,7.0,16.0,43.8,9.0,8.0,1.0,7.0,1,11.0,6.0,1.0,Matches
Veljko Birmančević,rs SRB,"FW,MF",25-054,3.9,10.0,7,3.0,4.0,3.0,7.0,16.0,43.8,9.0,11.0,2.0,9.0,6,16.0,0.0,0.0,Matches
Oliver Zandén,se SWE,"DF,MF",21-257,1.6,2.0,1,1.0,0.0,1.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,1,3.0,7.0,0.0,Matches
Logan Costa,cv CPV,"DF,MF",22-027,1.6,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,2.0,2.0,0.0,Matches
Christian Mawissa,fr FRA,DF,18-010,1.1,2.0,0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,3,5.0,1.0,0.0,Matches
Nathan N'Goumou,fr FRA,FW,23-045,1.0,3.0,2,2.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,2,5.0,0.0,0.0,Matches
Yanis Begraoui,fr FRA,"FW,MF",21-298,0.7,2.0,0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,0.0,0.0,Matches
Saïd Hamulic,nl NED,FW,22-167,0.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
