Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Toni Kroos,de GER,MF,31.0,23.4,34.0,26,13.0,17.0,4.0,14.0,36.0,38.9,22.0,16.0,3.0,13.0,12,46.0,13.0,1.0,Matches
Luka Modrić,hr CRO,MF,35.0,22.6,18.0,10,8.0,7.0,3.0,6.0,27.0,22.2,21.0,10.0,4.0,6.0,20,38.0,9.0,0.0,Matches
Lucas Vázquez,es ESP,DF,30.0,20.4,43.0,22,24.0,9.0,10.0,17.0,35.0,48.6,18.0,25.0,7.0,18.0,20,63.0,41.0,1.0,Matches
Ferland Mendy,fr FRA,DF,26.0,19.3,24.0,14,11.0,10.0,3.0,8.0,14.0,57.1,6.0,8.0,2.0,6.0,18,42.0,27.0,3.0,Matches
Federico Valverde,uy URU,MF,23.0,20.4,36.0,16,11.0,16.0,9.0,12.0,31.0,38.7,19.0,23.0,5.0,18.0,24,60.0,12.0,0.0,Matches
Marco Asensio,es ESP,"FW,MF",25.0,19.2,12.0,8,6.0,4.0,2.0,4.0,18.0,22.2,14.0,8.0,1.0,7.0,12,24.0,6.0,1.0,Matches
Nacho,es ESP,DF,31.0,17.3,18.0,14,9.0,9.0,0.0,12.0,22.0,54.5,10.0,22.0,15.0,7.0,34,52.0,50.0,0.0,Matches
Dani Carvajal,es ESP,DF,29.0,17.2,43.0,28,21.0,15.0,7.0,15.0,26.0,57.7,11.0,22.0,8.0,14.0,20,63.0,38.0,2.0,Matches
Rodrygo,br BRA,FW,20.0,16.9,18.0,14,7.0,4.0,7.0,3.0,18.0,16.7,15.0,21.0,0.0,21.0,11,29.0,3.0,0.0,Matches
Eduardo Camavinga,fr FRA,MF,18.0,13.7,52.0,35,22.0,20.0,10.0,20.0,38.0,52.6,18.0,20.0,2.0,18.0,17,69.0,14.0,1.0,Matches
Eden Hazard,be BEL,"FW,MF",30.0,8.0,6.0,3,3.0,2.0,1.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,2,8.0,0.0,0.0,Matches
Marcelo,br BRA,DF,33.0,5.8,8.0,4,2.0,3.0,3.0,5.0,10.0,50.0,5.0,7.0,2.0,5.0,1,9.0,11.0,0.0,Matches
Jesús Vallejo,es ESP,DF,24.0,3.8,7.0,5,7.0,0.0,0.0,5.0,6.0,83.3,1.0,9.0,8.0,1.0,6,13.0,16.0,0.0,Matches
Gareth Bale,wls WAL,FW,32.0,3.1,2.0,1,1.0,0.0,1.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,2,4.0,1.0,0.0,Matches
Mariano,do DOM,FW,27.0,3.8,2.0,0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,3.0,3.0,0.0,Matches
Isco,es ESP,"MF,FW",29.0,3.7,9.0,5,4.0,4.0,1.0,5.0,12.0,41.7,7.0,1.0,0.0,1.0,2,11.0,1.0,0.0,Matches
Miguel Gutiérrez,es ESP,DF,20.0,2.9,7.0,5,5.0,0.0,2.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,2,9.0,2.0,0.0,Matches
Dani Ceballos,es ESP,MF,24.0,3.1,7.0,5,4.0,3.0,0.0,1.0,5.0,20.0,4.0,8.0,2.0,6.0,4,11.0,2.0,0.0,Matches
Andriy Lunin,ua UKR,GK,22.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Matches
Luka Jović,rs SRB,FW,23.0,4.1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1,2.0,4.0,0.0,Matches
Blanco,es ESP,MF,21.0,0.3,2.0,0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1,3.0,0.0,0.0,Matches
Peter González,do DOM,"MF,DF",19.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
Mario Gila,es ESP,DF,20.0,0.3,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,1.0,0.0,Matches
Sergio Santos,es ESP,DF,20.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Latasa,es ESP,FW,20.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,27.7,38.0,560.0,345,281.0,195.0,84.0,211.0,502.0,42.0,291.0,379.0,114.0,265.0,334,894.0,526.0,17.0,
Opponent Total,,,27.6,38.0,601.0,346,347.0,159.0,95.0,324.0,780.0,41.5,456.0,443.0,161.0,282.0,342,943.0,696.0,16.0,
Sergio Busquets,es ESP,MF,33.0,35.5,93.0,49,31.0,48.0,14.0,46.0,83.0,55.4,37.0,44.0,8.0,36.0,45,138.0,31.0,0.0,Matches
Marc-André ter Stegen,de GER,GK,29.0,35.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,13.0,5.0,Matches
Jordi Alba,es ESP,DF,32.0,29.4,47.0,34,12.0,26.0,9.0,27.0,47.0,57.4,20.0,26.0,6.0,20.0,33,80.0,41.0,1.0,Matches
Frenkie de Jong,nl NED,MF,24.0,27.5,35.0,19,12.0,18.0,5.0,12.0,23.0,52.2,11.0,19.0,5.0,14.0,20,55.0,16.0,0.0,Matches
Gavi,es ESP,"MF,FW",16.0,25.7,38.0,18,13.0,18.0,7.0,9.0,33.0,27.3,24.0,36.0,0.0,36.0,25,63.0,13.0,0.0,Matches
Ronald Araújo,uy URU,DF,22.0,25.2,41.0,23,29.0,12.0,0.0,21.0,25.0,84.0,4.0,37.0,20.0,17.0,23,64.0,66.0,1.0,Matches
Gerard Piqué,es ESP,DF,34.0,23.2,22.0,12,18.0,4.0,0.0,11.0,14.0,78.6,3.0,19.0,16.0,3.0,34,56.0,86.0,1.0,Matches
Eric García,es ESP,DF,20.0,22.7,27.0,18,13.0,13.0,1.0,11.0,26.0,42.3,15.0,22.0,12.0,10.0,44,71.0,53.0,3.0,Matches
Memphis,nl NED,FW,27.0,20.6,10.0,4,2.0,4.0,4.0,3.0,13.0,23.1,10.0,9.0,1.0,8.0,3,13.0,4.0,0.0,Matches
Sergiño Dest,us USA,"DF,FW",20.0,16.8,32.0,15,21.0,10.0,1.0,13.0,18.0,72.2,5.0,22.0,4.0,18.0,2,34.0,18.0,0.0,Matches
Ferrán Torres,es ESP,FW,21.0,15.7,10.0,5,3.0,4.0,3.0,3.0,7.0,42.9,4.0,12.0,3.0,9.0,6,16.0,7.0,0.0,Matches
Ousmane Dembélé,fr FRA,FW,24.0,15.7,24.0,16,6.0,10.0,8.0,7.0,23.0,30.4,16.0,8.0,0.0,8.0,8,32.0,3.0,0.0,Matches
Dani Alves,br BRA,DF,38.0,12.2,30.0,19,13.0,13.0,4.0,14.0,26.0,53.8,12.0,10.0,3.0,7.0,11,41.0,10.0,2.0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,32.0,12.0,2.0,2,0.0,1.0,1.0,0.0,5.0,0.0,5.0,9.0,1.0,8.0,2,4.0,4.0,0.0,Matches
Nicolás González,es ESP,MF,19.0,12.4,31.0,20,5.0,23.0,3.0,11.0,27.0,40.7,16.0,12.0,0.0,12.0,6,37.0,12.0,0.0,Matches
Pedri,es ESP,MF,18.0,9.8,20.0,12,9.0,8.0,3.0,7.0,20.0,35.0,13.0,13.0,0.0,13.0,5,25.0,7.0,1.0,Matches
Óscar Mingueza,es ESP,DF,22.0,9.9,25.0,11,12.0,11.0,2.0,16.0,23.0,69.6,7.0,5.0,0.0,5.0,9,34.0,22.0,1.0,Matches
Clément Lenglet,fr FRA,DF,26.0,9.2,20.0,11,11.0,7.0,2.0,8.0,13.0,61.5,5.0,7.0,3.0,4.0,13,33.0,21.0,0.0,Matches
Luuk de Jong,nl NED,FW,30.0,7.3,9.0,7,1.0,5.0,3.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,0,9.0,12.0,0.0,Matches
Abdessamad Ezzalzouli,ma MAR,FW,19.0,6.4,17.0,9,9.0,5.0,3.0,5.0,8.0,62.5,3.0,3.0,0.0,3.0,9,26.0,0.0,0.0,Matches
Philippe Coutinho,br BRA,"MF,FW",29.0,5.6,6.0,3,3.0,3.0,0.0,3.0,11.0,27.3,8.0,3.0,0.0,3.0,4,10.0,3.0,0.0,Matches
Sergi Roberto,es ESP,"MF,DF",29.0,4.4,5.0,1,2.0,3.0,0.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,4,9.0,6.0,0.0,Matches
Adama Traoré,es ESP,FW,25.0,4.2,4.0,2,0.0,3.0,1.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,4,8.0,3.0,1.0,Matches
Jutglà,es ESP,FW,22.0,3.3,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1,3.0,1.0,0.0,Matches
Ansu Fati,es ESP,FW,18.0,3.7,3.0,2,0.0,2.0,1.0,1.0,1.0,100.0,0.0,4.0,0.0,4.0,1,4.0,0.0,0.0,Matches
Neto,br BRA,GK,32.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,Matches
Antoine Griezmann,fr FRA,FW,30.0,2.9,13.0,5,3.0,10.0,0.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,3,16.0,5.0,0.0,Matches
Martin Braithwaite,dk DEN,FW,30.0,2.6,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,2.0,1.0,0.0,Matches
Riqui Puig,es ESP,MF,21.0,5.4,6.0,3,2.0,4.0,0.0,2.0,14.0,14.3,12.0,5.0,0.0,5.0,3,9.0,0.0,0.0,Matches
Yusuf Demir,at AUT,FW,18.0,2.1,3.0,1,1.0,1.0,1.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,2,5.0,1.0,0.0,Matches
Alejandro Balde,es ESP,"DF,FW",17.0,2.1,2.0,1,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,1,3.0,1.0,0.0,Matches
Sergio Agüero,ar ARG,FW,33.0,1.7,1.0,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Ilias Akhomach,es ESP,FW,17.0,1.4,2.0,0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Emerson,br BRA,DF,22.0,1.0,3.0,3,2.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2,5.0,1.0,0.0,Matches
Samuel Umtiti,fr FRA,DF,27.0,1.0,2.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0,2.0,4.0,0.0,Matches
Alvaro Sanz,es ESP,MF,20.0,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Estanis,es ESP,FW,17.0,0.1,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Mika Màrmol,es ESP,DF,19.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.2,38.0,587.0,331,236.0,270.0,81.0,244.0,493.0,49.5,249.0,346.0,85.0,261.0,325,912.0,467.0,17.0,
Opponent Total,,,27.7,38.0,631.0,352,309.0,250.0,72.0,273.0,747.0,36.5,474.0,376.0,109.0,267.0,392,1023.0,809.0,10.0,
Jan Oblak,si SVN,GK,28.0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,10.0,4.0,Matches
Koke,es ESP,MF,29.0,27.9,55.0,30,19.0,29.0,7.0,26.0,63.0,41.3,37.0,21.0,5.0,16.0,24,79.0,31.0,1.0,Matches
Marcos Llorente,es ESP,"MF,DF",26.0,27.2,51.0,23,25.0,22.0,4.0,28.0,43.0,65.1,15.0,33.0,10.0,23.0,27,78.0,44.0,0.0,Matches
Yannick Carrasco,be BEL,"FW,MF",27.0,28.7,34.0,19,16.0,12.0,6.0,19.0,44.0,43.2,25.0,26.0,5.0,21.0,19,53.0,12.0,2.0,Matches
Stefan Savić,me MNE,DF,30.0,27.1,46.0,20,25.0,20.0,1.0,29.0,43.0,67.4,14.0,19.0,12.0,7.0,37,83.0,102.0,1.0,Matches
Rodrigo De Paul,ar ARG,MF,27.0,23.9,55.0,30,22.0,25.0,8.0,30.0,60.0,50.0,30.0,24.0,3.0,21.0,21,76.0,17.0,2.0,Matches
José María Giménez,uy URU,DF,26.0,22.7,18.0,12,12.0,6.0,0.0,8.0,16.0,50.0,8.0,25.0,19.0,6.0,25,43.0,96.0,1.0,Matches
Geoffrey Kondogbia,cf CTA,"MF,DF",28.0,20.9,74.0,44,25.0,40.0,9.0,21.0,49.0,42.9,28.0,16.0,5.0,11.0,44,118.0,24.0,0.0,Matches
Mario Hermoso,es ESP,DF,26.0,20.7,30.0,15,23.0,4.0,3.0,20.0,38.0,52.6,18.0,18.0,3.0,15.0,29,59.0,49.0,2.0,Matches
Ángel Correa,ar ARG,"FW,MF",26.0,20.6,16.0,8,5.0,10.0,1.0,7.0,29.0,24.1,22.0,25.0,2.0,23.0,10,26.0,4.0,0.0,Matches
Antoine Griezmann,fr FRA,"FW,MF",30.0,18.8,30.0,14,11.0,15.0,4.0,12.0,32.0,37.5,20.0,18.0,1.0,17.0,7,37.0,18.0,0.0,Matches
Luis Suárez,uy URU,FW,34.0,20.4,8.0,5,2.0,4.0,2.0,2.0,10.0,20.0,8.0,8.0,1.0,7.0,1,9.0,14.0,0.0,Matches
Thomas Lemar,fr FRA,MF,25.0,16.0,24.0,14,9.0,12.0,3.0,8.0,23.0,34.8,15.0,18.0,0.0,18.0,8,32.0,11.0,0.0,Matches
Felipe,br BRA,DF,32.0,16.7,20.0,15,11.0,8.0,1.0,8.0,18.0,44.4,10.0,17.0,11.0,6.0,28,48.0,77.0,0.0,Matches
Reinildo Mandava,mz MOZ,DF,27.0,14.4,45.0,25,30.0,14.0,1.0,22.0,30.0,73.3,8.0,18.0,9.0,9.0,21,66.0,38.0,0.0,Matches
João Félix,pt POR,"FW,MF",21.0,14.0,5.0,2,1.0,4.0,0.0,1.0,5.0,20.0,4.0,4.0,1.0,3.0,7,12.0,8.0,0.0,Matches
Renan Lodi,br BRA,DF,23.0,13.1,31.0,18,14.0,13.0,4.0,11.0,27.0,40.7,16.0,22.0,4.0,18.0,13,44.0,19.0,1.0,Matches
Kieran Trippier,eng ENG,"DF,FW",30.0,10.8,22.0,12,12.0,5.0,5.0,12.0,21.0,57.1,9.0,12.0,1.0,11.0,10,32.0,11.0,0.0,Matches
Šime Vrsaljko,hr CRO,DF,29.0,10.2,27.0,17,14.0,12.0,1.0,12.0,20.0,60.0,8.0,10.0,1.0,9.0,12,39.0,30.0,0.0,Matches
Matheus Cunha,br BRA,FW,22.0,11.8,19.0,12,3.0,11.0,5.0,5.0,20.0,25.0,15.0,18.0,2.0,16.0,6,25.0,9.0,0.0,Matches
Héctor Herrera,mx MEX,MF,31.0,9.5,16.0,8,11.0,4.0,1.0,7.0,20.0,35.0,13.0,13.0,2.0,11.0,12,28.0,16.0,0.0,Matches
Saúl Ñíguez,es ESP,"FW,MF",26.0,2.2,7.0,2,0.0,6.0,1.0,3.0,4.0,75.0,1.0,7.0,1.0,6.0,0,7.0,3.0,0.0,Matches
Javier Serrano,es ESP,MF,18.0,0.8,3.0,1,0.0,3.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,3,6.0,2.0,0.0,Matches
Daniel Wass,dk DEN,"DF,FW",32.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,Matches
Carlos Martín,es ESP,DF,19.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Giuliano Simeone,ar ARG,MF,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,28.1,38.0,636.0,346,290.0,279.0,67.0,293.0,619.0,47.3,326.0,372.0,98.0,274.0,365,1001.0,649.0,14.0,
Opponent Total,,,27.6,38.0,570.0,309,297.0,201.0,72.0,217.0,600.0,36.2,383.0,364.0,103.0,261.0,404,974.0,803.0,10.0,
Diego Carlos,br BRA,DF,28.0,32.9,35.0,24,20.0,13.0,2.0,16.0,24.0,66.7,8.0,48.0,33.0,15.0,24,59.0,120.0,5.0,Matches
Yassine Bounou,ma MAR,GK,30.0,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,11.0,1.0,Matches
Jules Koundé,fr FRA,DF,22.0,30.4,40.0,17,27.0,10.0,3.0,18.0,28.0,64.3,10.0,33.0,18.0,15.0,21,61.0,101.0,2.0,Matches
Joan Jordán,es ESP,MF,27.0,27.9,61.0,30,22.0,31.0,8.0,28.0,65.0,43.1,37.0,27.0,6.0,21.0,30,91.0,18.0,1.0,Matches
Marcos Acuña,ar ARG,DF,29.0,25.1,50.0,29,27.0,14.0,9.0,30.0,46.0,65.2,16.0,22.0,5.0,17.0,14,64.0,25.0,1.0,Matches
Ivan Rakitić,hr CRO,MF,33.0,24.2,40.0,22,12.0,23.0,5.0,13.0,40.0,32.5,27.0,31.0,8.0,23.0,23,63.0,35.0,0.0,Matches
Lucas Ocampos,ar ARG,FW,27.0,23.6,45.0,24,23.0,18.0,4.0,23.0,55.0,41.8,32.0,35.0,1.0,34.0,9,54.0,24.0,1.0,Matches
Fernando,br BRA,"MF,DF",34.0,20.6,24.0,17,14.0,9.0,1.0,12.0,33.0,36.4,21.0,21.0,13.0,8.0,29,53.0,32.0,2.0,Matches
Jesús Navas,es ESP,DF,35.0,19.8,18.0,13,11.0,5.0,2.0,9.0,17.0,52.9,8.0,15.0,2.0,13.0,17,35.0,26.0,1.0,Matches
Papu Gómez,ar ARG,"FW,MF",33.0,19.8,19.0,11,9.0,5.0,5.0,9.0,35.0,25.7,26.0,15.0,2.0,13.0,7,26.0,12.0,2.0,Matches
Rafa Mir,es ESP,FW,24.0,20.1,4.0,3,1.0,1.0,2.0,0.0,11.0,0.0,11.0,4.0,3.0,1.0,0,4.0,17.0,0.0,Matches
Thomas Delaney,dk DEN,MF,29.0,17.2,41.0,24,17.0,21.0,3.0,16.0,30.0,53.3,14.0,19.0,10.0,9.0,13,54.0,35.0,0.0,Matches
Youssef En-Nesyri,ma MAR,FW,24.0,14.2,10.0,5,5.0,2.0,3.0,4.0,11.0,36.4,7.0,9.0,1.0,8.0,4,14.0,18.0,0.0,Matches
Gonzalo Montiel,ar ARG,DF,24.0,11.8,15.0,4,8.0,5.0,2.0,12.0,24.0,50.0,12.0,8.0,2.0,6.0,10,25.0,22.0,0.0,Matches
Jesús Corona,mx MEX,"FW,DF",28.0,12.9,12.0,7,7.0,5.0,0.0,3.0,6.0,50.0,3.0,4.0,0.0,4.0,8,20.0,6.0,0.0,Matches
Karim Rekik,nl NED,DF,26.0,12.2,11.0,8,4.0,6.0,1.0,2.0,9.0,22.2,7.0,11.0,6.0,5.0,9,20.0,19.0,0.0,Matches
Óliver Torres,es ESP,"MF,FW",26.0,11.2,22.0,12,8.0,7.0,7.0,8.0,25.0,32.0,17.0,10.0,1.0,9.0,6,28.0,4.0,0.0,Matches
Érik Lamela,ar ARG,"FW,MF",29.0,11.3,31.0,18,12.0,14.0,5.0,10.0,29.0,34.5,19.0,11.0,0.0,11.0,5,36.0,3.0,0.0,Matches
Nemanja Gudelj,rs SRB,"DF,MF",29.0,11.6,16.0,7,10.0,4.0,2.0,5.0,8.0,62.5,3.0,14.0,9.0,5.0,22,38.0,37.0,0.0,Matches
Ludwig Augustinsson,se SWE,"DF,FW",27.0,8.8,18.0,14,11.0,3.0,4.0,8.0,13.0,61.5,5.0,10.0,3.0,7.0,5,23.0,21.0,0.0,Matches
Anthony Martial,fr FRA,"FW,MF",25.0,5.4,2.0,1,0.0,0.0,2.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,0,2.0,3.0,0.0,Matches
Marko Dmitrović,rs SRB,GK,29.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,1.0,Matches
Suso,es ESP,FW,27.0,4.3,4.0,3,1.0,3.0,0.0,3.0,13.0,23.1,10.0,4.0,0.0,4.0,0,4.0,0.0,0.0,Matches
Munir El Haddadi,ma MAR,"FW,MF",25.0,5.3,8.0,4,1.0,6.0,1.0,2.0,8.0,25.0,6.0,7.0,1.0,6.0,5,13.0,2.0,0.0,Matches
Óscar Rodríguez Arnaiz,es ESP,"FW,MF",23.0,4.6,4.0,3,1.0,3.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,5,9.0,7.0,1.0,Matches
Iván Romero,es ESP,FW,20.0,2.0,2.0,2,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2,4.0,0.0,0.0,Matches
Oussama Idrissi,ma MAR,"MF,FW",25.0,1.4,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2.0,1.0,0.0,Matches
Javier Díaz,es ESP,GK,24.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Carmona,es ESP,DF,19.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
Luismi,es ESP,"FW,MF",20.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Pedro Ortiz,es ESP,MF,20.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Juan Sánchez,es ESP,,17.0,0.1,,0,,,,,,,,,,,0,,,,Matches
Valentino Scotta,es ESP,DF,19.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,28.6,38.0,534.0,302,252.0,211.0,71.0,236.0,542.0,43.5,306.0,367.0,124.0,243.0,270,804.0,603.0,18.0,
Opponent Total,,,27.8,38.0,609.0,353,312.0,203.0,94.0,283.0,588.0,48.1,305.0,344.0,91.0,253.0,348,957.0,748.0,8.0,
Nabil Fekir,fr FRA,MF,28.0,31.0,43.0,29,5.0,25.0,13.0,7.0,36.0,19.4,29.0,14.0,0.0,14.0,7,50.0,7.0,0.0,Matches
Sergio Canales,es ESP,"FW,MF",30.0,31.0,24.0,14,8.0,12.0,4.0,10.0,35.0,28.6,25.0,16.0,1.0,15.0,10,34.0,12.0,0.0,Matches
Guido Rodríguez,ar ARG,MF,27.0,28.1,97.0,53,46.0,45.0,6.0,54.0,98.0,55.1,44.0,55.0,12.0,43.0,31,128.0,56.0,0.0,Matches
Álex Moreno,es ESP,DF,28.0,26.7,76.0,40,53.0,15.0,8.0,33.0,60.0,55.0,27.0,28.0,6.0,22.0,34,110.0,82.0,1.0,Matches
Juanmi,es ESP,FW,28.0,23.7,39.0,25,11.0,19.0,9.0,19.0,49.0,38.8,30.0,24.0,1.0,23.0,9,48.0,10.0,1.0,Matches
Marc Bartra,es ESP,DF,30.0,22.1,39.0,14,18.0,17.0,4.0,19.0,35.0,54.3,16.0,39.0,22.0,17.0,33,72.0,105.0,1.0,Matches
Germán Pezzella,ar ARG,DF,30.0,22.1,21.0,9,16.0,5.0,0.0,16.0,29.0,55.2,13.0,29.0,18.0,11.0,39,60.0,106.0,0.0,Matches
Héctor Bellerín,es ESP,DF,26.0,22.0,52.0,32,29.0,20.0,3.0,31.0,44.0,70.5,13.0,11.0,2.0,9.0,23,75.0,57.0,1.0,Matches
Rui Silva,pt POR,GK,27.0,21.8,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,11.0,1.0,Matches
William Carvalho,pt POR,MF,29.0,20.1,49.0,33,20.0,25.0,4.0,15.0,40.0,37.5,25.0,18.0,7.0,11.0,16,65.0,20.0,0.0,Matches
Willian José,br BRA,FW,29.0,17.8,15.0,13,2.0,10.0,3.0,2.0,8.0,25.0,6.0,10.0,2.0,8.0,3,18.0,16.0,0.0,Matches
Borja Iglesias,es ESP,FW,28.0,17.5,6.0,4,1.0,2.0,3.0,0.0,8.0,0.0,8.0,11.0,1.0,10.0,4,10.0,7.0,0.0,Matches
Claudio Bravo,cl CHI,GK,38.0,16.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,6.0,2.0,Matches
Víctor Ruiz,es ESP,DF,32.0,15.8,11.0,9,7.0,2.0,2.0,6.0,9.0,66.7,3.0,18.0,13.0,5.0,29,40.0,71.0,1.0,Matches
Andrés Guardado,mx MEX,MF,34.0,15.5,30.0,13,12.0,17.0,1.0,13.0,34.0,38.2,21.0,18.0,4.0,14.0,21,51.0,29.0,1.0,Matches
Édgar González,es ESP,DF,24.0,16.3,25.0,19,15.0,8.0,2.0,17.0,24.0,70.8,7.0,17.0,11.0,6.0,23,48.0,82.0,0.0,Matches
Rodrigo,es ESP,FW,21.0,9.8,10.0,7,4.0,5.0,1.0,5.0,22.0,22.7,17.0,11.0,0.0,11.0,3,13.0,4.0,0.0,Matches
Aitor Ruibal,es ESP,"FW,DF",25.0,9.5,21.0,15,13.0,3.0,5.0,10.0,34.0,29.4,24.0,8.0,0.0,8.0,8,29.0,6.0,0.0,Matches
Youssouf Sabaly,sn SEN,DF,28.0,8.8,12.0,10,11.0,0.0,1.0,7.0,13.0,53.8,6.0,11.0,4.0,7.0,13,25.0,16.0,1.0,Matches
Juan Miranda,es ESP,DF,21.0,8.7,21.0,11,16.0,4.0,1.0,12.0,22.0,54.5,10.0,10.0,4.0,6.0,15,36.0,22.0,0.0,Matches
Martín Montoya,es ESP,DF,30.0,5.8,20.0,12,11.0,7.0,2.0,15.0,26.0,57.7,11.0,6.0,0.0,6.0,11,31.0,20.0,0.0,Matches
Paul Akouokou,ci CIV,MF,23.0,5.7,14.0,9,5.0,7.0,2.0,8.0,12.0,66.7,4.0,6.0,0.0,6.0,11,25.0,6.0,0.0,Matches
Cristian Tello,es ESP,FW,29.0,9.1,17.0,11,6.0,7.0,4.0,13.0,31.0,41.9,18.0,9.0,0.0,9.0,10,27.0,6.0,0.0,Matches
Joaquín,es ESP,"FW,MF",40.0,5.2,6.0,2,4.0,2.0,0.0,3.0,8.0,37.5,5.0,5.0,2.0,3.0,3,9.0,10.0,0.0,Matches
Diego Lainez,mx MEX,FW,21.0,1.6,1.0,1,0.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1,2.0,0.0,0.0,Matches
