Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Harry Maguire,eng ENG,DF,28.0,27.9,1353.0,1578.0,85.7,27400.0,9647.0,436.0,476.0,91.6,722.0,792.0,91.2,174.0,265.0,65.7,0,0.1,0.6,-0.1,4.0,116.0,2.0,0.0,115.0,Matches
Scott McTominay,sct SCO,MF,24.0,26.5,1060.0,1254.0,84.5,18096.0,5343.0,492.0,561.0,87.7,427.0,482.0,88.6,108.0,134.0,80.6,1,1.5,2.0,-0.5,23.0,113.0,9.0,2.0,125.0,Matches
Cristiano Ronaldo,pt POR,FW,36.0,27.3,726.0,904.0,80.3,8929.0,1337.0,469.0,541.0,86.7,174.0,218.0,79.8,20.0,29.0,69.0,3,2.9,2.0,0.1,26.0,46.0,16.0,0.0,64.0,Matches
Victor Lindelöf,se SWE,DF,27.0,26.2,1215.0,1385.0,87.7,22399.0,8069.0,452.0,486.0,93.0,637.0,691.0,92.2,107.0,165.0,64.8,2,0.6,0.8,1.4,4.0,75.0,6.0,0.0,72.0,Matches
Fred,br BRA,MF,28.0,22.5,1137.0,1358.0,83.7,18842.0,5515.0,547.0,626.0,87.4,448.0,506.0,88.5,92.0,118.0,78.0,4,2.2,3.0,1.8,28.0,131.0,13.0,1.0,138.0,Matches
Jadon Sancho,eng ENG,"FW,MF",21.0,21.1,805.0,984.0,81.8,10392.0,2336.0,525.0,602.0,87.2,218.0,271.0,80.4,21.0,30.0,70.0,3,4.1,3.6,-1.1,41.0,31.0,39.0,7.0,88.0,Matches
Raphaël Varane,fr FRA,DF,28.0,20.3,1014.0,1156.0,87.7,20563.0,6918.0,305.0,339.0,90.0,584.0,629.0,92.8,118.0,168.0,70.2,1,0.2,0.3,0.8,4.0,65.0,1.0,0.0,49.0,Matches
Aaron Wan-Bissaka,eng ENG,DF,23.0,19.9,925.0,1141.0,81.1,12449.0,4048.0,598.0,657.0,91.0,255.0,307.0,83.1,36.0,67.0,53.7,0,0.9,0.9,-0.9,14.0,52.0,12.0,8.0,61.0,Matches
Diogo Dalot,pt POR,DF,22.0,20.0,934.0,1193.0,78.3,17062.0,6008.0,407.0,477.0,85.3,396.0,490.0,80.8,117.0,181.0,64.6,0,1.2,1.3,-1.2,16.0,80.0,21.0,7.0,105.0,Matches
Luke Shaw,eng ENG,DF,26.0,17.8,944.0,1193.0,79.1,14230.0,5275.0,551.0,612.0,90.0,294.0,361.0,81.4,64.0,134.0,47.8,3,3.6,2.7,-0.6,39.0,74.0,16.0,5.0,82.0,Matches
Alex Telles,br BRA,DF,28.0,18.4,898.0,1205.0,74.5,13213.0,5198.0,531.0,592.0,89.7,288.0,389.0,74.0,53.0,163.0,32.5,4,1.9,2.2,2.1,26.0,53.0,16.0,9.0,66.0,Matches
Nemanja Matić,rs SRB,MF,32.0,15.4,911.0,1053.0,86.5,15189.0,4882.0,447.0,493.0,90.7,344.0,384.0,89.6,88.0,110.0,80.0,4,2.0,1.4,2.0,13.0,97.0,7.0,2.0,98.0,Matches
Paul Pogba,fr FRA,"MF,FW",28.0,15.0,736.0,893.0,82.4,13244.0,3871.0,350.0,400.0,87.5,255.0,296.0,86.1,105.0,132.0,79.5,9,3.5,2.8,5.5,24.0,99.0,24.0,2.0,117.0,Matches
Mason Greenwood,eng ENG,"FW,MF",19.0,14.1,394.0,501.0,78.6,6461.0,1375.0,204.0,236.0,86.4,137.0,162.0,84.6,37.0,64.0,57.8,1,1.8,1.3,-0.8,17.0,31.0,13.0,3.0,39.0,Matches
Anthony Elanga,se SWE,FW,19.0,13.5,340.0,450.0,75.6,4282.0,910.0,229.0,265.0,86.4,71.0,97.0,73.2,12.0,21.0,57.1,2,2.4,1.2,-0.4,9.0,11.0,8.0,2.0,18.0,Matches
Marcus Rashford,eng ENG,"FW,MF",23.0,13.7,304.0,424.0,71.7,3973.0,706.0,199.0,252.0,79.0,82.0,110.0,74.5,7.0,20.0,35.0,2,2.1,2.0,-0.1,9.0,18.0,10.0,1.0,28.0,Matches
Edinson Cavani,uy URU,FW,34.0,8.5,176.0,233.0,75.5,2277.0,238.0,105.0,129.0,81.4,43.0,59.0,72.9,7.0,11.0,63.6,1,1.2,0.9,-0.2,7.0,4.0,2.0,0.0,9.0,Matches
Eric Bailly,ci CIV,DF,27.0,2.4,68.0,85.0,80.0,1229.0,484.0,28.0,31.0,90.3,36.0,40.0,90.0,4.0,13.0,30.8,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,Matches
Jesse Lingard,eng ENG,"FW,MF",28.0,4.1,128.0,153.0,83.7,1533.0,382.0,75.0,85.0,88.2,33.0,41.0,80.5,0.0,4.0,0.0,0,0.3,0.2,-0.3,8.0,11.0,2.0,0.0,13.0,Matches
Juan Mata,es ESP,MF,33.0,2.6,187.0,217.0,86.2,2589.0,580.0,119.0,127.0,93.7,43.0,52.0,82.7,14.0,19.0,73.7,0,0.2,0.3,-0.2,2.0,16.0,6.0,2.0,16.0,Matches
Anthony Martial,fr FRA,FW,25.0,2.4,67.0,86.0,77.9,946.0,198.0,43.0,51.0,84.3,23.0,28.0,82.1,0.0,2.0,0.0,0,0.0,0.4,0.0,0.0,5.0,5.0,0.0,14.0,Matches
Phil Jones,eng ENG,DF,29.0,1.8,71.0,81.0,87.7,1169.0,448.0,33.0,36.0,91.7,36.0,37.0,97.3,1.0,4.0,25.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Matches
Daniel James,wls WAL,FW,23.0,1.4,20.0,34.0,58.8,193.0,40.0,15.0,19.0,78.9,2.0,5.0,40.0,0.0,1.0,0.0,0,0.3,0.0,-0.3,2.0,1.0,0.0,0.0,3.0,Matches
Hannibal Mejbri,tn TUN,FW,18.0,0.8,17.0,21.0,81.0,180.0,9.0,12.0,13.0,92.3,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Donny van de Beek,nl NED,MF,24.0,0.8,26.0,34.0,76.5,348.0,170.0,18.0,21.0,85.7,5.0,6.0,83.3,1.0,1.0,100.0,0,0.4,0.2,-0.4,3.0,2.0,3.0,0.0,4.0,Matches
Shola Shoretire,eng ENG,MF,17.0,0.2,5.0,5.0,100.0,69.0,14.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro Garnacho,es ESP,"FW,MF",17.0,0.1,3.0,3.0,100.0,22.0,1.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.2,38.0,16690.0,20641.0,80.9,280259.0,93084.0,8162.0,9234.0,88.4,6398.0,7436.0,86.0,1548.0,2626.0,58.9,46,42.5,37.1,3.5,407.0,1315.0,312.0,65.0,1568.0,
Opponent Total,,,27.0,38.0,15051.0,18933.0,79.5,256170.0,90545.0,7180.0,8073.0,88.9,6013.0,7001.0,85.9,1373.0,2712.0,50.6,41,39.0,33.8,2.0,367.0,1088.0,303.0,61.0,1404.0,
Alisson,br BRA,GK,28.0,36.0,1214.0,1388.0,87.5,28439.0,18286.0,275.0,276.0,99.6,686.0,699.0,98.1,249.0,409.0,60.9,1,0.2,0.0,0.8,1.0,16.0,1.0,0.0,1.0,Matches
Virgil van Dijk,nl NED,DF,30.0,34.0,2376.0,2655.0,89.5,46859.0,18162.0,780.0,848.0,92.0,1298.0,1375.0,94.4,278.0,395.0,70.4,1,1.5,1.0,-0.5,9.0,156.0,4.0,0.0,145.0,Matches
Trent Alexander-Arnold,eng ENG,DF,22.0,31.7,2039.0,2757.0,74.0,40112.0,15683.0,841.0,964.0,87.2,811.0,1048.0,77.4,344.0,636.0,54.1,12,12.0,13.0,0.0,90.0,245.0,85.0,25.0,267.0,Matches
Sadio Mané,sn SEN,FW,29.0,31.3,818.0,1100.0,74.4,12061.0,2748.0,460.0,550.0,83.6,274.0,360.0,76.1,44.0,67.0,65.7,2,5.2,4.4,-3.2,41.0,63.0,61.0,5.0,130.0,Matches
Joël Matip,cm CMR,DF,29.0,31.0,2074.0,2344.0,88.5,39370.0,13117.0,675.0,757.0,89.2,1170.0,1262.0,92.7,202.0,271.0,74.5,3,1.3,2.0,1.7,12.0,186.0,9.0,0.0,186.0,Matches
Mohamed Salah,eg EGY,FW,29.0,30.7,875.0,1136.0,77.0,11516.0,3063.0,567.0,648.0,87.5,233.0,309.0,75.4,29.0,49.0,59.2,13,10.0,7.4,3.0,62.0,46.0,57.0,4.0,122.0,Matches
Jordan Henderson,eng ENG,MF,31.0,28.9,1886.0,2246.0,84.0,31808.0,8574.0,874.0,975.0,89.6,801.0,921.0,87.0,153.0,228.0,67.1,5,3.5,3.7,1.5,38.0,215.0,52.0,14.0,245.0,Matches
Andrew Robertson,sct SCO,DF,27.0,28.2,1885.0,2350.0,80.2,30530.0,10280.0,980.0,1078.0,90.9,759.0,906.0,83.8,120.0,268.0,44.8,10,5.6,5.5,4.4,55.0,131.0,45.0,13.0,186.0,Matches
Diogo Jota,pt POR,FW,24.0,26.3,559.0,770.0,72.6,7799.0,1928.0,324.0,397.0,81.6,183.0,231.0,79.2,22.0,46.0,47.8,4,5.8,3.5,-1.8,40.0,46.0,26.0,2.0,87.0,Matches
Fabinho,br BRA,MF,27.0,25.7,1350.0,1550.0,87.1,21821.0,5712.0,676.0,741.0,91.2,548.0,608.0,90.1,94.0,135.0,69.6,1,1.3,1.9,-0.3,16.0,151.0,12.0,1.0,134.0,Matches
Thiago Alcántara,es ESP,MF,30.0,17.0,1340.0,1508.0,88.9,24737.0,7150.0,573.0,624.0,91.8,594.0,640.0,92.8,150.0,190.0,78.9,4,2.3,1.7,1.7,29.0,211.0,26.0,1.0,214.0,Matches
Naby Keïta,gn GUI,MF,26.0,13.0,643.0,757.0,84.9,9141.0,2501.0,380.0,425.0,89.4,219.0,251.0,87.3,22.0,33.0,66.7,1,1.9,2.1,-0.9,15.0,56.0,21.0,0.0,75.0,Matches
Ibrahima Konaté,fr FRA,DF,22.0,11.0,663.0,754.0,87.9,12042.0,5092.0,237.0,257.0,92.2,379.0,410.0,92.4,38.0,67.0,56.7,0,0.0,0.2,0.0,0.0,47.0,5.0,0.0,51.0,Matches
Luis Díaz,co COL,FW,24.0,10.6,392.0,455.0,86.2,5406.0,1093.0,240.0,264.0,90.9,116.0,133.0,87.2,22.0,25.0,88.0,3,2.6,1.5,0.4,20.0,14.0,22.0,4.0,38.0,Matches
Roberto Firmino,br BRA,FW,29.0,11.0,390.0,501.0,77.8,5132.0,1178.0,237.0,266.0,89.1,107.0,150.0,71.3,15.0,21.0,71.4,4,1.7,1.7,2.3,16.0,31.0,12.0,1.0,40.0,Matches
Curtis Jones,eng ENG,MF,20.0,9.5,538.0,599.0,89.8,8198.0,1811.0,289.0,305.0,94.8,204.0,219.0,93.2,31.0,44.0,70.5,1,0.6,0.5,0.4,11.0,53.0,10.0,1.0,58.0,Matches
Kostas Tsimikas,gr GRE,DF,25.0,9.7,508.0,705.0,72.1,8423.0,2744.0,249.0,278.0,89.6,219.0,288.0,76.0,36.0,98.0,36.7,2,2.7,1.9,-0.7,25.0,34.0,16.0,7.0,47.0,Matches
James Milner,eng ENG,"MF,DF",35.0,9.5,646.0,777.0,83.1,11063.0,3500.0,301.0,327.0,92.0,264.0,312.0,84.6,62.0,95.0,65.3,1,2.2,1.5,-1.2,22.0,73.0,18.0,6.0,73.0,Matches
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",27.0,8.7,316.0,407.0,77.6,5588.0,1406.0,136.0,161.0,84.5,133.0,157.0,84.7,36.0,55.0,65.5,1,1.1,0.8,-0.1,10.0,45.0,16.0,4.0,61.0,Matches
Harvey Elliott,eng ENG,MF,18.0,3.8,209.0,256.0,81.6,3057.0,789.0,121.0,135.0,89.6,68.0,79.0,86.1,11.0,14.0,78.6,0,0.6,0.4,-0.6,9.0,21.0,6.0,2.0,36.0,Matches
Joe Gomez,eng ENG,DF,24.0,3.7,230.0,292.0,78.8,4200.0,1139.0,103.0,119.0,86.6,101.0,126.0,80.2,24.0,37.0,64.9,1,0.8,0.5,0.2,3.0,27.0,3.0,2.0,36.0,Matches
Caoimhín Kelleher,ie IRL,GK,22.0,2.0,83.0,91.0,91.2,1669.0,806.0,21.0,21.0,100.0,51.0,51.0,100.0,10.0,18.0,55.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Takumi Minamino,jp JPN,"FW,MF",26.0,2.1,58.0,69.0,84.1,648.0,146.0,42.0,45.0,93.3,10.0,15.0,66.7,2.0,2.0,100.0,0,0.5,0.6,-0.5,2.0,6.0,3.0,0.0,5.0,Matches
Tyler Morton,eng ENG,MF,18.0,0.7,30.0,35.0,85.7,527.0,116.0,15.0,16.0,93.8,9.0,9.0,100.0,5.0,7.0,71.4,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,Matches
Divock Origi,be BEL,FW,26.0,1.5,28.0,37.0,75.7,297.0,47.0,18.0,23.0,78.3,3.0,5.0,60.0,1.0,1.0,100.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,2.0,Matches
Kaide Gordon,eng ENG,FW,16.0,0.1,4.0,4.0,100.0,35.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Neco Williams,wls WAL,DF,20.0,0.1,9.0,9.0,100.0,143.0,16.0,5.0,5.0,100.0,4.0,4.0,100.0,0.0,0.0,,1,0.7,0.5,0.3,1.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.7,38.0,21163.0,25552.0,82.8,370621.0,127087.0,9420.0,10506.0,89.7,9245.0,10569.0,87.5,2000.0,3211.0,62.3,71,63.5,56.2,7.5,527.0,1878.0,511.0,92.0,2243.0,
Opponent Total,,,26.7,38.0,11072.0,15214.0,72.8,197409.0,78984.0,5182.0,6086.0,85.1,4238.0,5248.0,80.8,1287.0,2809.0,45.8,18,27.5,24.0,-9.5,227.0,750.0,199.0,51.0,912.0,
Edouard Mendy,sn SEN,GK,29.0,34.0,811.0,957.0,84.7,17070.0,11353.0,282.0,284.0,99.3,333.0,344.0,96.8,157.0,288.0,54.5,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Matches
Antonio Rüdiger,de GER,DF,28.0,33.7,2217.0,2534.0,87.5,41765.0,13323.0,865.0,926.0,93.4,1079.0,1167.0,92.5,247.0,369.0,66.9,0,0.7,1.5,-0.7,12.0,219.0,24.0,3.0,188.0,Matches
Thiago Silva,br BRA,DF,36.0,29.4,2436.0,2634.0,92.5,45456.0,20402.0,911.0,953.0,95.6,1243.0,1292.0,96.2,237.0,319.0,74.3,0,0.2,0.9,-0.2,7.0,197.0,18.0,1.0,145.0,Matches
Mason Mount,eng ENG,MF,22.0,26.3,998.0,1278.0,78.1,13767.0,4197.0,609.0,673.0,90.5,266.0,346.0,76.9,56.0,128.0,43.8,10,6.7,6.9,3.3,58.0,70.0,61.0,10.0,164.0,Matches
Jorginho,it ITA,MF,29.0,25.3,1681.0,1887.0,89.1,26181.0,7227.0,862.0,928.0,92.9,669.0,730.0,91.6,91.0,140.0,65.0,2,2.7,1.9,-0.7,27.0,186.0,36.0,0.0,178.0,Matches
Marcos Alonso,es ESP,DF,30.0,24.1,1142.0,1486.0,76.9,17781.0,5763.0,624.0,709.0,88.0,387.0,478.0,81.0,84.0,194.0,43.3,4,4.5,3.4,-0.5,43.0,67.0,34.0,15.0,93.0,Matches
César Azpilicueta,es ESP,DF,31.0,23.0,1486.0,1787.0,83.2,22185.0,8377.0,809.0,904.0,89.5,565.0,643.0,87.9,65.0,139.0,46.8,2,1.8,2.3,0.2,17.0,104.0,19.0,2.0,138.0,Matches
Reece James,eng ENG,DF,21.0,20.7,1450.0,1687.0,86.0,22184.0,5499.0,803.0,856.0,93.8,509.0,593.0,85.8,93.0,133.0,69.9,9,5.9,4.8,3.1,48.0,67.0,51.0,15.0,149.0,Matches
Kai Havertz,de GER,"FW,MF",22.0,20.1,537.0,669.0,80.3,6322.0,1194.0,360.0,408.0,88.2,111.0,143.0,77.6,12.0,16.0,75.0,3,2.2,1.7,0.8,21.0,34.0,19.0,1.0,62.0,Matches
N'Golo Kanté,fr FRA,MF,30.0,19.7,1121.0,1308.0,85.7,16188.0,4538.0,630.0,695.0,90.6,397.0,450.0,88.2,43.0,61.0,70.5,4,2.1,2.4,1.9,24.0,105.0,29.0,0.0,159.0,Matches
Andreas Christensen,dk DEN,DF,25.0,16.6,1201.0,1336.0,89.9,21164.0,7424.0,495.0,535.0,92.5,586.0,631.0,92.9,100.0,135.0,74.1,0,0.2,0.5,-0.2,6.0,88.0,6.0,1.0,81.0,Matches
Trevoh Chalobah,eng ENG,DF,22.0,16.1,1158.0,1283.0,90.3,18559.0,5304.0,564.0,607.0,92.9,517.0,548.0,94.3,60.0,94.0,63.8,1,0.3,0.5,0.7,4.0,106.0,6.0,0.0,88.0,Matches
Romelu Lukaku,be BEL,FW,28.0,17.7,231.0,327.0,70.6,2627.0,415.0,157.0,194.0,80.9,43.0,65.0,66.2,6.0,12.0,50.0,0,3.0,1.7,-3.0,24.0,10.0,9.0,0.0,19.0,Matches
Mateo Kovačić,hr CRO,MF,27.0,17.3,1061.0,1203.0,88.2,17022.0,4072.0,537.0,580.0,92.6,405.0,453.0,89.4,77.0,106.0,72.6,5,3.2,3.0,1.8,27.0,127.0,23.0,1.0,135.0,Matches
Timo Werner,de GER,"FW,MF",25.0,14.3,297.0,402.0,73.9,3577.0,478.0,197.0,230.0,85.7,69.0,92.0,75.0,8.0,16.0,50.0,1,0.3,0.8,0.7,8.0,9.0,9.0,1.0,18.0,Matches
Hakim Ziyech,ma MAR,"MF,FW",28.0,14.7,544.0,755.0,72.1,7935.0,2498.0,336.0,380.0,88.4,141.0,204.0,69.1,40.0,98.0,40.8,3,2.9,3.1,0.1,29.0,48.0,28.0,8.0,88.0,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",25.0,15.5,876.0,981.0,89.3,13025.0,3046.0,507.0,547.0,92.7,315.0,355.0,88.7,33.0,42.0,78.6,2,2.4,2.4,-0.4,18.0,77.0,20.0,0.0,108.0,Matches
Christian Pulisic,us USA,"MF,FW",22.0,14.3,362.0,464.0,78.0,4638.0,921.0,240.0,279.0,86.0,100.0,121.0,82.6,7.0,13.0,53.8,2,1.3,1.1,0.7,15.0,19.0,6.0,0.0,38.0,Matches
