Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gaëtan Laborde,fr FRA,FW,28-360,21.8,366.0,555.0,65.9,5093.0,1240.0,234.0,307.0,76.2,96.0,145.0,66.2,18.0,50.0,36.0,2,4.1,3.6,-2.1,32.0,20.0,22.0,6.0,41.0,Matches
Jordan Lotomba,ch SUI,DF,24-211,21.8,939.0,1133.0,82.9,13455.0,4733.0,563.0,624.0,90.2,314.0,379.0,82.8,31.0,60.0,51.7,2,0.9,1.3,1.1,15.0,60.0,19.0,8.0,85.0,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-334,16.6,558.0,694.0,80.4,8009.0,1739.0,327.0,376.0,87.0,159.0,198.0,80.3,35.0,54.0,64.8,0,2.6,3.1,-2.6,28.0,29.0,19.0,4.0,53.0,Matches
Aaron Ramsey,wls WAL,MF,32-123,15.8,807.0,960.0,84.1,14144.0,3500.0,348.0,378.0,92.1,337.0,390.0,86.4,90.0,143.0,62.9,1,1.6,2.0,-0.6,25.0,82.0,19.0,3.0,112.0,Matches
Hicham Boudaoui,dz ALG,MF,23-217,15.4,724.0,832.0,87.0,10978.0,2754.0,375.0,418.0,89.7,258.0,290.0,89.0,42.0,59.0,71.2,1,1.3,0.9,-0.3,20.0,70.0,12.0,2.0,68.0,Matches
Pablo Rosario,nl NED,"MF,DF",26-111,15.6,727.0,824.0,88.2,12684.0,4064.0,309.0,337.0,91.7,320.0,352.0,90.9,73.0,96.0,76.0,1,1.7,0.9,-0.7,17.0,66.0,14.0,3.0,86.0,Matches
Sofiane Diop,fr FRA,"MF,FW",22-323,11.2,434.0,546.0,79.5,6754.0,1684.0,229.0,268.0,85.4,150.0,189.0,79.4,31.0,51.0,60.8,4,1.4,1.4,2.6,16.0,34.0,12.0,3.0,44.0,Matches
Mario Lemina,ga GAB,"MF,DF",29-239,9.3,569.0,637.0,89.3,9544.0,2701.0,253.0,268.0,94.4,252.0,265.0,95.1,42.0,75.0,56.0,0,0.1,0.2,-0.1,4.0,44.0,3.0,0.0,46.0,Matches
Terem Moffi,ng NGA,FW,23-338,8.8,110.0,139.0,79.1,1439.0,206.0,62.0,75.0,82.7,34.0,39.0,87.2,3.0,4.0,75.0,2,1.0,0.7,1.0,13.0,3.0,5.0,1.0,14.0,Matches
Andy Delort,dz ALG,FW,31-201,8.7,139.0,230.0,60.4,2109.0,558.0,78.0,113.0,69.0,41.0,73.0,56.2,12.0,25.0,48.0,1,1.4,0.9,-0.4,11.0,16.0,7.0,1.0,19.0,Matches
Ross Barkley,eng ENG,"MF,FW",29-144,9.1,321.0,408.0,78.7,5351.0,1500.0,154.0,178.0,86.5,120.0,141.0,85.1,33.0,63.0,52.4,2,1.3,1.2,0.7,17.0,27.0,6.0,0.0,35.0,Matches
Youcef Atal,dz ALG,"DF,MF",26-346,7.1,334.0,414.0,80.7,5062.0,1514.0,188.0,213.0,88.3,108.0,130.0,83.1,27.0,49.0,55.1,0,1.2,1.6,-1.2,10.0,22.0,14.0,7.0,32.0,Matches
Mattia Viti,it ITA,DF,21-094,7.0,303.0,360.0,84.2,5043.0,1569.0,140.0,155.0,90.3,133.0,144.0,92.4,22.0,43.0,51.2,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,19.0,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24-183,6.3,337.0,374.0,90.1,6228.0,1553.0,130.0,139.0,93.5,165.0,178.0,92.7,35.0,47.0,74.5,0,0.1,0.4,-0.1,1.0,32.0,3.0,1.0,30.0,Matches
Antoine Mendy,fr FRA,DF,18-336,5.3,245.0,302.0,81.1,3967.0,982.0,115.0,127.0,90.6,108.0,127.0,85.0,15.0,34.0,44.1,1,0.4,0.3,0.6,6.0,11.0,7.0,3.0,20.0,Matches
Badredine Bouanani,dz ALG,"FW,MF",18-141,5.7,172.0,229.0,75.1,2762.0,510.0,94.0,106.0,88.7,57.0,74.0,77.0,15.0,33.0,45.5,3,1.6,0.8,1.4,8.0,7.0,9.0,4.0,17.0,Matches
Alexis Beka Beka,fr FRA,"MF,DF",22-030,4.4,190.0,243.0,78.2,3175.0,805.0,101.0,121.0,83.5,63.0,78.0,80.8,20.0,34.0,58.8,0,0.0,0.2,0.0,1.0,12.0,2.0,1.0,21.0,Matches
Bilal Brahimi,dz ALG,"FW,MF",23-045,7.3,228.0,312.0,73.1,3252.0,658.0,124.0,144.0,86.1,73.0,96.0,76.0,11.0,33.0,33.3,2,1.7,1.4,0.3,16.0,7.0,11.0,8.0,13.0,Matches
Ayoub Amraoui,ma MAR,"DF,FW",18-349,3.1,150.0,177.0,84.7,2167.0,625.0,79.0,81.0,97.5,55.0,65.0,84.6,6.0,15.0,40.0,0,0.1,0.1,-0.1,2.0,10.0,2.0,2.0,13.0,Matches
Amine Gouiri,fr FRA,"FW,MF",23-071,2.5,53.0,74.0,71.6,736.0,116.0,30.0,35.0,85.7,17.0,22.0,77.3,2.0,5.0,40.0,0,0.3,0.2,-0.3,3.0,2.0,1.0,0.0,1.0,Matches
Calvin Stengs,nl NED,FW,24-131,2.4,82.0,100.0,82.0,1288.0,254.0,45.0,55.0,81.8,31.0,34.0,91.2,3.0,7.0,42.9,0,0.1,0.4,-0.1,1.0,11.0,2.0,0.0,12.0,Matches
Marcin Bułka,pl POL,GK,23-206,2.0,54.0,67.0,80.6,1465.0,1156.0,9.0,9.0,100.0,32.0,33.0,97.0,13.0,25.0,52.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joe Bryan,eng ENG,"MF,DF",29-223,2.0,80.0,101.0,79.2,1121.0,455.0,52.0,59.0,88.1,25.0,29.0,86.2,2.0,6.0,33.3,0,0.0,0.1,0.0,1.0,2.0,3.0,0.0,8.0,Matches
Rareş Ilie,ro ROU,"MF,FW",20-009,1.6,47.0,60.0,78.3,559.0,91.0,32.0,37.0,86.5,8.0,11.0,72.7,2.0,3.0,66.7,0,0.2,0.0,-0.2,2.0,2.0,0.0,0.0,1.0,Matches
Reda Belahyane,fr FRA,MF,18-331,1.1,48.0,55.0,87.3,772.0,196.0,20.0,24.0,83.3,20.0,22.0,90.9,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,Matches
Flavius Daniliuc,at AUT,DF,22-001,1.0,57.0,63.0,90.5,787.0,259.0,35.0,38.0,92.1,15.0,16.0,93.8,3.0,4.0,75.0,0,0.1,0.0,-0.1,1.0,1.0,1.0,1.0,4.0,Matches
Alexis Claude-Maurice,fr FRA,FW,24-326,0.7,20.0,25.0,80.0,260.0,33.0,12.0,13.0,92.3,5.0,7.0,71.4,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,Matches
Squad Total,,,27.3,32.0,14524.0,17440.0,83.3,251468.0,87677.0,6604.0,7370.0,89.6,6089.0,6874.0,88.6,1340.0,2281.0,58.7,28,29.9,28.0,-1.9,305.0,986.0,245.0,66.0,1248.0,
Opponent Total,,,27.2,32.0,13799.0,16662.0,82.8,247550.0,84592.0,5879.0,6664.0,88.2,5953.0,6735.0,88.4,1489.0,2359.0,63.1,22,26.5,30.4,-4.5,285.0,1118.0,252.0,71.0,1383.0,
Montassar Talbi,tn TUN,DF,24-337,32.0,1495.0,1678.0,89.1,26719.0,8905.0,508.0,545.0,93.2,848.0,896.0,94.6,93.0,181.0,51.4,1,0.2,0.3,0.8,4.0,33.0,1.0,0.0,51.0,Matches
Vincent Le Goff,fr FRA,DF,33-195,31.0,1362.0,1662.0,81.9,21508.0,8770.0,687.0,776.0,88.5,547.0,644.0,84.9,81.0,160.0,50.6,0,0.7,1.6,-0.7,14.0,110.0,25.0,9.0,147.0,Matches
Enzo Le Fée,fr FRA,MF,23-084,27.7,1395.0,1731.0,80.6,24066.0,7840.0,611.0,691.0,88.4,543.0,647.0,83.9,161.0,263.0,61.2,6,6.1,4.0,-0.1,61.0,156.0,28.0,5.0,186.0,Matches
Gedeon Kalulu,cd COD,DF,25-242,22.3,926.0,1176.0,78.7,15073.0,5987.0,464.0,518.0,89.6,353.0,441.0,80.0,70.0,143.0,49.0,3,1.3,0.9,1.7,19.0,75.0,15.0,5.0,102.0,Matches
Laurent Abergel,fr FRA,MF,30-086,20.1,930.0,1065.0,87.3,15510.0,5555.0,429.0,463.0,92.7,404.0,448.0,90.2,68.0,107.0,63.6,1,1.1,0.8,-0.1,11.0,94.0,7.0,0.0,99.0,Matches
Julien Ponceau,fr FRA,MF,22-151,18.3,677.0,825.0,82.1,10547.0,3156.0,344.0,399.0,86.2,256.0,297.0,86.2,42.0,59.0,71.2,4,3.0,2.0,1.0,26.0,74.0,12.0,1.0,99.0,Matches
Dango Ouattara,bf BFA,"FW,MF",21-076,17.2,267.0,444.0,60.1,3726.0,1232.0,151.0,220.0,68.6,85.0,152.0,55.9,13.0,34.0,38.2,5,3.1,3.0,1.9,23.0,20.0,23.0,2.0,39.0,Matches
Julien Laporte,fr FRA,DF,29-175,17.1,621.0,731.0,85.0,12967.0,4531.0,176.0,192.0,91.7,344.0,371.0,92.7,90.0,146.0,61.6,0,0.0,0.1,0.0,1.0,48.0,1.0,0.0,35.0,Matches
Vito Mannone,it ITA,GK,35-057,17.9,444.0,583.0,76.2,10835.0,7099.0,94.0,95.0,98.9,252.0,255.0,98.8,97.0,232.0,41.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches
Terem Moffi,ng NGA,FW,23-338,15.4,154.0,208.0,74.0,2056.0,532.0,89.0,117.0,76.1,54.0,66.0,81.8,3.0,5.0,60.0,0,0.5,0.7,-0.5,9.0,14.0,5.0,0.0,20.0,Matches
Yvon Mvogo,ch SUI,GK,28-326,14.1,337.0,456.0,73.9,8945.0,6419.0,87.0,87.0,100.0,142.0,142.0,100.0,105.0,221.0,47.5,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Matches
Théo Le Bris,fr FRA,"MF,DF",20-209,14.1,415.0,519.0,80.0,5685.0,1620.0,255.0,303.0,84.2,137.0,159.0,86.2,9.0,22.0,40.9,1,1.0,1.6,0.0,12.0,25.0,11.0,2.0,43.0,Matches
Stéphane Diarra,fr FRA,"FW,MF",24-140,11.8,240.0,328.0,73.2,3312.0,1087.0,138.0,180.0,76.7,82.0,107.0,76.6,9.0,15.0,60.0,0,1.7,0.8,-1.7,11.0,8.0,12.0,1.0,33.0,Matches
Bamo Meïté,ci CIV,DF,21-312,12.8,658.0,733.0,89.8,11241.0,4239.0,261.0,277.0,94.2,343.0,359.0,95.5,35.0,70.0,50.0,0,0.1,0.1,-0.1,1.0,15.0,0.0,0.0,25.0,Matches
Yoann Cathline,fr FRA,"FW,MF",20-280,10.9,211.0,317.0,66.6,3279.0,1114.0,115.0,144.0,79.9,71.0,114.0,62.3,17.0,37.0,45.9,1,0.7,0.7,0.3,6.0,13.0,13.0,6.0,27.0,Matches
Bonke Innocent,ng NGA,MF,27-098,10.6,408.0,460.0,88.7,6545.0,1440.0,196.0,217.0,90.3,170.0,186.0,91.4,25.0,34.0,73.5,1,0.3,0.1,0.7,5.0,28.0,1.0,0.0,24.0,Matches
Jean-Victor Makengo,fr FRA,MF,24-320,9.3,346.0,400.0,86.5,4908.0,1235.0,190.0,211.0,90.0,128.0,142.0,90.1,7.0,15.0,46.7,0,0.5,0.7,-0.5,7.0,25.0,3.0,0.0,37.0,Matches
Ibrahima Koné,ml MLI,FW,23-316,12.3,168.0,258.0,65.1,1995.0,570.0,107.0,149.0,71.8,44.0,74.0,59.5,1.0,5.0,20.0,1,0.8,0.7,0.2,11.0,13.0,2.0,0.0,21.0,Matches
Bamba Dieng,sn SEN,FW,23-036,7.7,95.0,128.0,74.2,1371.0,178.0,50.0,62.0,80.6,32.0,41.0,78.0,6.0,10.0,60.0,0,0.6,0.3,-0.6,5.0,4.0,0.0,0.0,7.0,Matches
Romain Faivre,fr FRA,"MF,FW",24-288,8.0,243.0,296.0,82.1,3572.0,1125.0,138.0,155.0,89.0,85.0,102.0,83.3,11.0,24.0,45.8,1,0.9,1.6,0.1,7.0,19.0,11.0,1.0,36.0,Matches
Igor Carioca,br BRA,DF,26-250,5.1,224.0,274.0,81.8,3429.0,1228.0,119.0,133.0,89.5,86.0,102.0,84.3,12.0,23.0,52.2,0,0.5,0.3,-0.5,2.0,17.0,5.0,1.0,22.0,Matches
Darlin Yongwa,cm CMR,"DF,FW",22-218,4.1,127.0,162.0,78.4,1744.0,703.0,76.0,91.0,83.5,43.0,52.0,82.7,4.0,7.0,57.1,0,0.1,0.2,-0.1,2.0,7.0,5.0,2.0,9.0,Matches
Armand Lauriente,fr FRA,FW,24-145,3.0,73.0,95.0,76.8,1175.0,373.0,28.0,33.0,84.8,33.0,38.0,86.8,5.0,11.0,45.5,0,1.1,0.8,-1.1,9.0,6.0,5.0,0.0,14.0,Matches
Chrislain Matsima,fr FRA,"DF,MF",20-348,2.5,108.0,127.0,85.0,2009.0,663.0,34.0,36.0,94.4,62.0,68.0,91.2,8.0,16.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Matches
Adil Aouchiche,fr FRA,MF,20-287,2.8,115.0,154.0,74.7,1969.0,665.0,56.0,62.0,90.3,41.0,51.0,80.4,12.0,30.0,40.0,0,0.1,0.1,-0.1,1.0,15.0,3.0,0.0,23.0,Matches
Quentin Boisgard,fr FRA,MF,26-042,2.0,79.0,98.0,80.6,1013.0,236.0,54.0,60.0,90.0,19.0,25.0,76.0,2.0,6.0,33.3,0,0.1,0.4,-0.1,4.0,9.0,4.0,0.0,11.0,Matches
Ckene Doucouré,km COM,"FW,MF",21-020,1.3,24.0,38.0,63.2,323.0,99.0,11.0,17.0,64.7,10.0,15.0,66.7,0.0,0.0,,1,0.6,0.6,0.4,4.0,1.0,3.0,0.0,5.0,Matches
Adrian Grbić,at AUT,"MF,FW",26-267,0.3,1.0,2.0,50.0,10.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,25.9,32.0,12143.0,14948.0,81.2,205532.0,76601.0,5469.0,6235.0,87.7,5214.0,5994.0,87.0,986.0,1876.0,52.6,26,24.7,22.5,1.3,255.0,838.0,195.0,35.0,1116.0,
Opponent Total,,,27.1,32.0,14719.0,17758.0,82.9,264215.0,88937.0,6152.0,6966.0,88.3,6586.0,7467.0,88.2,1522.0,2414.0,63.0,31,37.3,44.5,-6.3,357.0,1433.0,374.0,118.0,1825.0,
Maxime Dupé,fr FRA,GK,30-055,32.0,847.0,1090.0,77.7,22011.0,14740.0,138.0,138.0,100.0,472.0,481.0,98.1,231.0,463.0,49.9,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Matches
Anthony Rouault,fr FRA,DF,21-334,31.8,1500.0,1733.0,86.6,29063.0,10921.0,523.0,571.0,91.6,769.0,825.0,93.2,179.0,287.0,62.4,1,0.8,0.4,0.2,6.0,91.0,6.0,0.0,111.0,Matches
Stijn Spierings,nl NED,MF,27-047,31.1,1538.0,1810.0,85.0,27790.0,8737.0,678.0,762.0,89.0,631.0,701.0,90.0,179.0,256.0,69.9,0,2.0,1.5,-2.0,21.0,169.0,21.0,4.0,200.0,Matches
Rasmus Nicolaisen,dk DEN,DF,26-043,29.3,1225.0,1470.0,83.3,24540.0,9496.0,379.0,446.0,85.0,668.0,733.0,91.1,156.0,253.0,61.7,2,0.7,0.6,1.3,4.0,63.0,2.0,0.0,90.0,Matches
Branco van den Boomen,nl NED,MF,27-281,29.1,1501.0,1983.0,75.7,33317.0,11362.0,510.0,576.0,88.5,607.0,746.0,81.4,345.0,569.0,60.6,8,7.2,7.1,0.8,78.0,233.0,47.0,10.0,268.0,Matches
Zakaria Aboukhlal,ma MAR,"FW,MF",23-069,24.7,476.0,657.0,72.5,6087.0,1579.0,310.0,378.0,82.0,126.0,171.0,73.7,10.0,25.0,40.0,5,3.0,2.4,2.0,18.0,24.0,16.0,2.0,62.0,Matches
Thijs Dallinga,nl NED,FW,22-268,22.1,290.0,463.0,62.6,3804.0,707.0,176.0,256.0,68.8,81.0,130.0,62.3,9.0,15.0,60.0,1,2.0,1.3,-1.0,21.0,18.0,5.0,1.0,29.0,Matches
Brecht Dejaegere,be BEL,MF,31-334,18.0,442.0,566.0,78.1,6808.0,2115.0,236.0,283.0,83.4,166.0,204.0,81.4,26.0,40.0,65.0,1,1.6,1.9,-0.6,15.0,51.0,24.0,0.0,89.0,Matches
Mikkel Desler,dk DEN,DF,28-068,21.4,1083.0,1278.0,84.7,16078.0,5992.0,609.0,662.0,92.0,385.0,452.0,85.2,53.0,92.0,57.6,2,1.3,1.9,0.7,12.0,85.0,16.0,5.0,112.0,Matches
Rafael Ratão,br BRA,FW,27-149,16.7,466.0,634.0,73.5,6566.0,1761.0,275.0,344.0,79.9,136.0,186.0,73.1,26.0,47.0,55.3,2,3.0,3.2,-1.0,24.0,33.0,25.0,7.0,66.0,Matches
Fares Chaïbi,dz ALG,"FW,MF",20-151,21.5,586.0,807.0,72.6,8989.0,2504.0,309.0,379.0,81.5,202.0,259.0,78.0,43.0,94.0,45.7,5,4.2,3.9,0.8,24.0,53.0,16.0,3.0,78.0,Matches
Issiaga Sylla,gn GUI,DF,29-117,15.2,645.0,838.0,77.0,9771.0,3801.0,339.0,407.0,83.3,246.0,307.0,80.1,31.0,56.0,55.4,0,0.5,1.1,-0.5,6.0,58.0,20.0,4.0,95.0,Matches
Moussa Diarra,ml MLI,DF,22-169,11.8,460.0,555.0,82.9,7488.0,2833.0,213.0,248.0,85.9,202.0,226.0,89.4,27.0,45.0,60.0,1,0.7,0.6,0.3,7.0,27.0,11.0,4.0,45.0,Matches
Gabriel Suazo,cl CHI,DF,25-262,9.8,492.0,584.0,84.2,7607.0,3112.0,254.0,284.0,89.4,193.0,222.0,86.9,27.0,37.0,73.0,1,0.5,0.6,0.5,8.0,35.0,9.0,2.0,48.0,Matches
Ado Onaiwu,jp JPN,FW,27-171,9.9,203.0,272.0,74.6,2785.0,547.0,121.0,157.0,77.1,55.0,71.0,77.5,10.0,15.0,66.7,1,1.0,1.4,0.0,7.0,13.0,6.0,1.0,24.0,Matches
Waren Kamanzi,no NOR,DF,22-168,4.1,161.0,193.0,83.4,2160.0,771.0,103.0,117.0,88.0,50.0,65.0,76.9,3.0,4.0,75.0,0,0.1,0.1,-0.1,2.0,9.0,1.0,0.0,15.0,Matches
Denis Genreau,au AUS,MF,23-342,4.4,128.0,175.0,73.1,1782.0,723.0,73.0,89.0,82.0,36.0,53.0,67.9,6.0,7.0,85.7,1,0.7,0.5,0.3,5.0,13.0,4.0,1.0,18.0,Matches
Kévin Keben Biakolo,cm CMR,DF,19-092,3.4,96.0,120.0,80.0,1485.0,490.0,47.0,52.0,90.4,41.0,51.0,80.4,4.0,8.0,50.0,0,0.2,0.1,-0.2,2.0,2.0,1.0,0.0,5.0,Matches
Vincent Sierro,ch SUI,"MF,FW",27-202,3.3,135.0,171.0,78.9,2648.0,737.0,49.0,63.0,77.8,66.0,75.0,88.0,17.0,24.0,70.8,0,0.3,0.3,-0.3,6.0,11.0,5.0,0.0,25.0,Matches
Veljko Birmančević,rs SRB,"FW,MF",25-054,3.9,90.0,132.0,68.2,1133.0,425.0,55.0,74.0,74.3,25.0,34.0,73.5,1.0,5.0,20.0,0,0.2,0.2,-0.2,2.0,8.0,2.0,0.0,14.0,Matches
Oliver Zandén,se SWE,"DF,MF",21-257,1.6,47.0,71.0,66.2,768.0,319.0,22.0,31.0,71.0,20.0,31.0,64.5,3.0,6.0,50.0,0,0.1,0.1,-0.1,2.0,6.0,2.0,1.0,6.0,Matches
Logan Costa,cv CPV,"DF,MF",22-027,1.6,61.0,69.0,88.4,1159.0,583.0,25.0,28.0,89.3,23.0,24.0,95.8,11.0,13.0,84.6,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,Matches
Christian Mawissa,fr FRA,DF,18-010,1.1,41.0,48.0,85.4,600.0,267.0,26.0,29.0,89.7,13.0,15.0,86.7,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,Matches
Nathan N'Goumou,fr FRA,FW,23-045,1.0,25.0,30.0,83.3,352.0,110.0,18.0,22.0,81.8,5.0,6.0,83.3,1.0,1.0,100.0,0,0.3,0.4,-0.3,1.0,2.0,4.0,1.0,5.0,Matches
Yanis Begraoui,fr FRA,"FW,MF",21-298,0.7,14.0,19.0,73.7,207.0,68.0,9.0,12.0,75.0,4.0,5.0,80.0,1.0,2.0,50.0,0,0.3,0.0,-0.3,2.0,1.0,1.0,0.0,3.0,Matches
Saïd Hamulic,nl NED,FW,22-167,0.9,5.0,8.0,62.5,76.0,26.0,2.0,2.0,100.0,3.0,4.0,75.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches
Rhys Healey,wls WAL,FW,28-143,0.7,7.0,14.0,50.0,61.0,7.0,3.0,6.0,50.0,1.0,3.0,33.3,0.0,0.0,,0,0.2,0.1,-0.2,2.0,0.0,0.0,0.0,0.0,Matches
Naatan Skyttä,fi FIN,MF,20-356,0.3,7.0,11.0,63.6,87.0,19.0,4.0,6.0,66.7,2.0,4.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches
Theocharis Tsingaras,gr GRE,MF,22-251,0.1,4.0,5.0,80.0,74.0,25.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,1.0,Matches
Squad Total,,,25.9,32.0,12575.0,15806.0,79.6,225296.0,84777.0,5508.0,6424.0,85.7,5230.0,6086.0,85.9,1400.0,2366.0,59.2,31,30.8,29.9,0.2,276.0,1020.0,245.0,46.0,1422.0,
Opponent Total,,,27.1,32.0,12436.0,15589.0,79.8,219913.0,80508.0,5400.0,6256.0,86.3,5330.0,6205.0,85.9,1257.0,2263.0,55.5,30,32.5,33.6,-2.5,329.0,1070.0,284.0,64.0,1332.0,
Téji Savanier,fr FRA,MF,31-127,25.5,1049.0,1501.0,69.9,19877.0,7635.0,471.0,558.0,84.4,319.0,424.0,75.2,199.0,409.0,48.7,2,4.9,5.3,-2.9,51.0,152.0,44.0,8.0,191.0,Matches
Jordan Ferri,fr FRA,MF,31-047,25.3,1413.0,1662.0,85.0,25642.0,8467.0,602.0,663.0,90.8,584.0,654.0,89.3,176.0,260.0,67.7,2,2.9,3.0,-0.9,27.0,129.0,27.0,6.0,178.0,Matches
Christopher Jullien,fr FRA,DF,30-037,25.9,786.0,947.0,83.0,15792.0,5814.0,246.0,304.0,80.9,414.0,458.0,90.4,105.0,157.0,66.9,2,1.1,1.0,0.9,7.0,28.0,1.0,0.0,47.0,Matches
Sepe Elye Wahi,fr FRA,FW,20-116,23.7,251.0,376.0,66.8,2923.0,535.0,140.0,196.0,71.4,58.0,88.0,65.9,6.0,12.0,50.0,3,1.9,0.9,1.1,16.0,15.0,4.0,0.0,21.0,Matches
Falaye Sacko,ml MLI,DF,27-362,23.5,812.0,1020.0,79.6,12867.0,4293.0,409.0,464.0,88.1,320.0,386.0,82.9,53.0,117.0,45.3,3,1.1,1.2,1.9,17.0,46.0,11.0,4.0,64.0,Matches
Arnaud Nordin,fr FRA,FW,24-315,20.8,362.0,496.0,73.0,5231.0,1432.0,203.0,255.0,79.6,115.0,163.0,70.6,20.0,32.0,62.5,2,1.4,1.3,0.6,10.0,23.0,11.0,2.0,49.0,Matches
Joris Chotard,fr FRA,MF,21-216,22.1,670.0,857.0,78.2,12060.0,4085.0,270.0,323.0,83.6,288.0,341.0,84.5,80.0,138.0,58.0,2,2.0,1.7,0.0,16.0,73.0,14.0,2.0,80.0,Matches
Faitout Maouassa,fr FRA,"FW,DF",24-296,17.7,375.0,561.0,66.8,6130.0,2442.0,211.0,265.0,79.6,111.0,152.0,73.0,39.0,96.0,40.6,5,2.1,1.8,2.9,20.0,23.0,13.0,8.0,41.0,Matches
Wahbi Khazri,tn TUN,"FW,MF",32-079,16.1,287.0,406.0,70.7,4891.0,1518.0,136.0,172.0,79.1,91.0,118.0,77.1,41.0,70.0,58.6,1,1.1,1.3,-0.1,13.0,34.0,11.0,2.0,39.0,Matches
Maxime Estève,fr FRA,DF,20-337,15.1,491.0,611.0,80.4,9183.0,3301.0,171.0,199.0,85.9,260.0,290.0,89.7,46.0,99.0,46.5,0,0.1,0.3,-0.1,1.0,33.0,0.0,0.0,37.0,Matches
Nicolas Cozza,fr FRA,DF,24-110,14.2,429.0,592.0,72.5,7416.0,3170.0,204.0,248.0,82.3,182.0,235.0,77.4,30.0,70.0,42.9,1,0.8,0.8,0.2,7.0,27.0,7.0,3.0,48.0,Matches
Jonas Omlin,ch SUI,GK,29-108,13.0,295.0,415.0,71.1,8042.0,5958.0,53.0,54.0,98.1,155.0,158.0,98.1,86.0,202.0,42.6,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Matches
Benjamin Lecomte,fr FRA,GK,32-002,13.0,262.0,419.0,62.5,8259.0,6420.0,40.0,40.0,100.0,100.0,103.0,97.1,122.0,276.0,44.2,0,0.1,0.0,-0.1,1.0,3.0,0.0,0.0,0.0,Matches
Stephy Mavididi,eng ENG,FW,24-332,11.4,192.0,257.0,74.7,2607.0,491.0,105.0,133.0,78.9,57.0,69.0,82.6,11.0,16.0,68.8,1,0.9,0.8,0.1,8.0,8.0,3.0,1.0,16.0,Matches
Léo Leroy,fr FRA,MF,23-073,11.0,332.0,445.0,74.6,5282.0,1606.0,178.0,229.0,77.7,106.0,131.0,80.9,27.0,46.0,58.7,0,0.8,0.9,-0.8,9.0,28.0,9.0,2.0,49.0,Matches
Issiaga Sylla,gn GUI,DF,29-117,11.0,494.0,629.0,78.5,7968.0,2793.0,255.0,296.0,86.1,186.0,235.0,79.1,37.0,61.0,60.7,3,2.0,0.7,1.0,16.0,32.0,9.0,3.0,56.0,Matches
Boubakar Kouyaté,ml MLI,DF,26-013,10.0,354.0,442.0,80.1,6919.0,2172.0,103.0,130.0,79.2,202.0,225.0,89.8,41.0,71.0,57.7,0,0.1,0.1,-0.1,2.0,21.0,0.0,0.0,23.0,Matches
Enzo Tchato,cm CMR,DF,20-156,11.1,359.0,494.0,72.7,5490.0,1841.0,201.0,245.0,82.0,123.0,168.0,73.2,19.0,50.0,38.0,1,1.1,0.7,-0.1,5.0,24.0,6.0,5.0,32.0,Matches
Mamadou Sakho,fr FRA,DF,33-074,7.6,370.0,430.0,86.0,6310.0,2238.0,147.0,164.0,89.6,193.0,215.0,89.8,18.0,35.0,51.4,0,0.2,0.4,-0.2,1.0,14.0,0.0,0.0,31.0,Matches
Valère Germain,fr FRA,"FW,MF",33-011,7.3,132.0,196.0,67.3,1539.0,332.0,90.0,127.0,70.9,27.0,37.0,73.0,1.0,3.0,33.3,0,0.6,0.5,-0.6,6.0,10.0,6.0,2.0,13.0,Matches
